Radius_1,Radius_2,Radius_3,Velocity_1,Velocity_2,Velocity_3,Mass,ARadius_1,ARadius_2,ARadius_3,AVelocity_1,AVelocity_2,AVelocity_3,AMass,Thrust,Time
   -0.8685614939,    -0.5066407208,  3.385059557e-06,     0.4980170358,    -0.8932916491,   -0.01475502897,     0.9827555786,    -0.8492803456,     -0.717975685,     0.2569655538,     0.3197699463,    -0.7669532097,    -0.4341436245,                1,   0.007831140283,                0
   -0.8635386981,    -0.5155485794, -0.0001441629785,     0.5065330396,    -0.8882659827,    -0.0147543369,     0.9827555786,    -0.8433262824,    -0.7238483007,     0.2526842506,     0.3282329784,    -0.7597440359,    -0.4366918919,                1, 6.923414256e-310,             0.01
   -0.8584310164,    -0.5244057597, -0.0002916968467,     0.5149940813,    -0.8831560864,   -0.01475219534,     0.9827555786,    -0.8373739494,    -0.7296569708,     0.2483811777,     0.3366364777,    -0.7524764568,     -0.439197237,                1,   4.6716247e-310,             0.02
   -0.8532390027,    -0.5332114227, -0.0004392020604,     0.5233992677,    -0.8779626444,   -0.01474860633,     0.9827555786,    -0.8314242781,    -0.7354030771,     0.2440568281,     0.3449804662,     -0.745151105,    -0.4416594445,                1,   4.6716247e-310,             0.03
   -0.8479632201,    -0.5419647364, -0.0005866641558,     0.5317477159,    -0.8726863513,   -0.01474357209,     0.9827555786,    -0.8254781537,    -0.7410880166,     0.2397116962,     0.3532649751,    -0.7377685992,    -0.4440783043,                1,                0,             0.04
   -0.8426042404,    -0.5506648759, -0.0007340686928,     0.5400385532,    -0.8673279119,   -0.01473709507,     0.9827555786,    -0.8195364146,    -0.7467132002,     0.2353462779,     0.3614900439,    -0.7303295439,    -0.4464536108,                1,                0,             0.05
    -0.837162644,    -0.5593110232, -0.0008814012566,     0.5482709172,    -0.8618880415,    -0.0147291779,     0.9827555786,    -0.8135998519,    -0.7522800513,     0.2309610702,     0.3696557206,    -0.7228345296,    -0.4487851639,                1,             15.6,             0.06
   -0.8316390198,    -0.5679023677,   -0.00102864746,     0.5564439563,    -0.8563674648,   -0.01471982343,     0.9827555786,    -0.8076692101,    -0.7577900046,     0.2265565715,     0.3777620607,    -0.7152841325,    -0.4510727679,                1, 7.176254099e-319,             0.07
   -0.8260339654,    -0.5764381059,  -0.001175792944,     0.5645568294,    -0.8507669168,   -0.01470903469,     0.9827555786,     -0.801745186,    -0.7632445047,     0.2221332812,     0.3858091269,    -0.7076789144,    -0.4533162327,                1, 6.923414256e-310,             0.08
   -0.8203480866,    -0.5849174419,  -0.001322823383,     0.5726087063,    -0.8450871416,   -0.01469681493,     0.9827555786,    -0.7958284294,     -0.768645005,     0.2176916999,     0.3937969887,    -0.7000194224,    -0.4555153726,                1, 6.923414256e-310,             0.09
