Radius_1,Radius_2,Radius_3,Velocity_1,Velocity_2,Velocity_3,Mass,ARadius_1,ARadius_2,ARadius_3,AVelocity_1,AVelocity_2,AVelocity_3,AMass,Thrust,Time
   -0.8942875946,    -0.4577262019,  3.199152273e-06,     0.4640212589,    -0.9267186358, -0.0007226248581,      0.970593454,     -1.415480833,    -0.4617741351,    -0.7452324468,     0.7281019236,    -0.9602606048,   -0.02105506927,                1,                0,                0
   -0.8896027427,    -0.4669714772, -4.042845016e-06,     0.4729413186,    -0.9223212148, -0.0007255507602,     0.9703953082,     -1.413795219,    -0.4741048326,    -0.7454033328,     0.7422483909,    -0.9555812442,   -0.01360182912,      1.000254064,             0.15,             0.01
    -0.884828926,    -0.4761723228, -1.130740164e-05,     0.4818140343,    -0.9178327754, -0.0007271383062,     0.9701972017,     -1.412004263,    -0.4864761578,    -0.7455007304,     0.7563774768,    -0.9507783727,  -0.006147247576,        1.0005092,             0.16,             0.02
   -0.8799666234,    -0.4853278312, -1.858118235e-05,     0.4906383347,    -0.9132538946, -0.0007273972474,     0.9699991372,     -1.410106188,    -0.4988871633,    -0.7455246741,     0.7704881191,    -0.9458515887,    0.00130794064,      1.000765428,             0.17,             0.03
   -0.8750163243,    -0.4944371012, -2.585095199e-05,     0.4994131566,    -0.9085851651, -0.0007263378415,     0.9698011177,     -1.408099221,     -0.511336849,    -0.7454752104,     0.7845792376,    -0.9408005005,   0.008763001212,      1.001022764,             0.18,             0.04
   -0.8699785287,    -0.5034992371, -3.310358041e-05,     0.5081374451,    -0.9038271949, -0.0007239708352,     0.9696031462,       -1.4059816,    -0.5238241617,     -0.745352398,     0.7986497346,    -0.9356247263,    0.01621720035,      1.001281226,             0.19,             0.05
   -0.8648537473,    -0.5125133497, -4.032604732e-05,     0.5168101542,    -0.8989806074, -0.0007203074465,     0.9694052257,     -1.403751577,    -0.5363479955,    -0.7451563075,     0.8126984949,    -0.9303238955,    0.02366980491,       1.00154083,              0.2,             0.06
    -0.859642501,     -0.521478556, -4.750544688e-05,     0.5254302466,     -0.894046041, -0.0007153593466,     0.9692073592,     -1.401407413,    -0.5489071916,    -0.7448870216,     0.8267243857,    -0.9248976485,    0.03112008251,      1.001801594,             0.21,             0.07
   -0.8543453212,    -0.5303939794, -5.462899215e-05,     0.5339966947,    -0.8890241494, -0.0007091386426,     0.9690095496,     -1.398947385,    -0.5615005391,    -0.7445446351,     0.8407262569,    -0.9193456378,    0.03856730167,      1.002063533,             0.22,             0.08
   -0.8489627493,    -0.5392587501, -6.168401938e-05,     0.5425084801,    -0.8839156007, -0.0007016578594,     0.9688117998,     -1.396369785,    -0.5741267742,    -0.7441292546,     0.8547029415,    -0.9136675281,     0.0460107319,      1.002326664,             0.23,             0.09
   -0.8434953371,    -0.5480720048, -6.865799207e-05,     0.5509645942,     -0.878721078, -0.0006929299222,      0.968614113,     -1.393672924,    -0.5867845816,    -0.7436409988,     0.8686532551,    -0.9078629971,    0.05344964384,      1.002591002,             0.24,              0.1
   -0.8379436463,    -0.5568328874, -7.553850492e-05,     0.5593640389,    -0.8734412788, -0.0006829681388,     0.9684164921,     -1.390855131,    -0.5994725941,    -0.7430799984,     0.8825759968,    -0.9019317358,    0.06088330939,      1.002856561,             0.25,             0.11
   -0.8323082486,    -0.5655405485, -8.231328752e-05,     0.5677058259,    -0.8680769148, -0.0006717861819,       0.96821894,     -1.387914754,     -0.612189393,    -0.7424463959,     0.8964699491,    -0.8958734492,     0.0683110018,      1.003123357,             0.26,             0.12
   -0.8265897253,    -0.5741941462, -8.897020797e-05,     0.5759889778,     -0.862628712, -0.0006593980722,     0.9680214599,     -1.384850163,     -0.624933509,    -0.7417403457,     0.9103338779,    -0.8896878569,    0.07573199581,      1.003391404,             0.27,             0.13
