Time (sec),Semi-Major Axis (km),Eccentricity,Inclination (deg),RAAN (deg),Argument of Periapsis (deg),True Anomaly (deg),Orbital Energy (km^2/sec^2),Radius_1 (km),Radius_2 (km),Radius_3 (km),Velocity_1 (km/s),Velocity_2 (km/s),Velocity_3 (km/s),Acceleration_1 (km/s^2),Acceleration_2 (km/s^2),Acceleration_3 (km/s^2),Angular_Momemntum_1 (km^2/s),Angular_Momemntum_2 (km^2/s),Angular_Momemntum_3 (km^2/s)
          0.0088,             7121,            0.063,               45,              360,                0,  0.0006021719455,     -27.98767321,         6672.377,     0.0495864373,     0.0495864373, -7.878785819e-05,       5.63482242,       5.63482242,  -0.008953165704,               -0,               -0, -5.498988076e-17,     -37597.65952,      37597.65952
          0.0089,             7121,            0.063,               45,              360,                0,   0.000609014163,     -27.98767321,         6672.377,    0.05014991954,    0.05014991954, -7.968317476e-05,       5.63482242,       5.63482242,  -0.008953165704,               -0,               -0, -3.416033643e-17,     -37597.65952,      37597.65952
           0.009,             7121,            0.063,               45,              360,                0,  0.0006158567053,     -27.98767321,         6672.377,    0.05071340178,    0.05071340178, -8.057849133e-05,       5.63482242,       5.63482242,  -0.008953165704,               -0,               -0, -2.117202201e-17,     -37597.65952,      37597.65952
          0.0091,             7121,            0.063,               45,              360,                0,  0.0006227001469,     -27.98767321,         6672.377,    0.05127688403,    0.05127688403,  -8.14738079e-05,       5.63482242,       5.63482242,  -0.008953165703,               -0,               -0, -7.172262559e-17,     -37597.65952,      37597.65952
          0.0092,             7121,            0.063,               45,              360,                0,  0.0006295427218,     -27.98767321,         6672.377,    0.05184036627,    0.05184036627, -8.236912447e-05,       5.63482242,       5.63482242,  -0.008953165703,               -0,               -0, -1.946523038e-17,     -37597.65952,      37597.65952
          0.0093,             7121,            0.063,               45,              360,                0,  0.0006363856032,     -27.98767321,         6672.377,    0.05240384851,    0.05240384851, -8.326444104e-05,       5.63482242,       5.63482242,  -0.008953165703,               -0,               -0, -3.111982695e-17,     -37597.65952,      37597.65952
          0.0094,             7121,            0.063,               45,              360,                0,  0.0006432282149,     -27.98767321,         6672.377,    0.05296733075,    0.05296733075, -8.415975761e-05,       5.63482242,       5.63482242,  -0.008953165703,               -0,               -0, -4.289508984e-17,     -37597.65952,      37597.65952
          0.0095,             7121,            0.063,               45,              360,                0,  0.0006500711259,     -27.98767321,         6672.377,    0.05353081299,    0.05353081299, -8.505507418e-05,       5.63482242,       5.63482242,  -0.008953165703,               -0,               -0,  -4.80334963e-17,     -37597.65952,      37597.65952
          0.0096,             7121,            0.063,               45,              360,                0,  0.0006569148817,     -27.98767321,         6672.377,    0.05409429524,    0.05409429524, -8.595039075e-05,       5.63482242,       5.63482242,  -0.008953165703,               -0,               -0, -6.313329949e-17,     -37597.65952,      37597.65952
          0.0097,             7121,            0.063,               45,              360,                0,   0.000663757809,     -27.98767321,         6672.377,    0.05465777748,    0.05465777748, -8.684570732e-05,       5.63482242,       5.63482242,  -0.008953165703,               -0,               -0,    -7.196932e-17,     -37597.65952,      37597.65952
          0.0098,             7121,            0.063,               45,              360,                0,  0.0006705993896,     -27.98767321,         6672.377,    0.05522125972,    0.05522125972, -8.774102389e-05,       5.63482242,       5.63482242,  -0.008953165703,               -0,               -0, -7.472809472e-17,     -37597.65952,      37597.65952
