Radius_1,Radius_2,Radius_3,Velocity_1,Velocity_2,Velocity_3,Mass,ARadius_1,ARadius_2,ARadius_3,AVelocity_1,AVelocity_2,AVelocity_3,AMass,Thrust,Time
   -0.9435642562,    -0.3385484566,  2.728963229e-06,     0.3391314341,    -0.9705879412,   -0.01477063177,     0.9791465245,   -0.07659338201,     -1.274370983,     0.9117769438,     0.5306978481,    -0.7590389896,    -0.4327973978,                1,   0.007911241408,                0
   -0.9401256421,    -0.3482381257, -0.0001454090533,     0.3485853958,    -0.9673296865,    -0.0148571023,     0.9789475228,   -0.07806744434,     -1.284300366,     0.9074356496,      0.531471275,    -0.7462455479,     -0.441893536,      1.000211704, 6.923414256e-310,             0.01
   -0.9365926698,    -0.3578947275, -0.0002944156879,     0.3580029048,    -0.9639745602,   -0.01494435429,     0.9787485572,   -0.07939791737,     -1.294127297,     0.9030044632,     0.5322587184,    -0.7333533238,    -0.4509458112,      1.000422403,   4.6716247e-310,             0.02
   -0.9329657091,    -0.3675172952, -0.0004442987196,     0.3673828875,    -0.9605229471,   -0.01503238036,     0.9785496301,   -0.08059212156,      -1.30385099,     0.8984839743,     0.5330587791,    -0.7203633461,    -0.4599533275,      1.000632122,   4.6716247e-310,             0.03
   -0.9292451407,    -0.3771048661, -0.0005950658459,     0.3767242751,    -0.9569752456,    -0.0151211716,     0.9783507436,    -0.0816573517,     -1.313470906,     0.8938747824,     0.5338701309,      -0.70727665,     -0.468915195,      1.000840887,            15.72,             0.04
   -0.9254313558,    -0.3866564812, -0.0007467246674,     0.3860260035,     -0.953331868,    -0.0152107175,     0.9781518999,   -0.08260086974,     -1.322986751,     0.8891774968,     0.5346915204,    -0.6940942749,    -0.4778305295,      1.001048725,            15.73,             0.05
   -0.9215247563,     -0.396171186,  -0.000899282671,     0.3952870135,    -0.9495932406,   -0.01530100584,     0.9779531012,   -0.08342989771,     -1.332398477,     0.8843927365,     0.5355217667,    -0.6808172621,    -0.4866984533,      1.001255666,            15.74,             0.06
   -0.9175257548,      -0.40564803,  -0.001052747213,     0.4045062511,    -0.9457598033,   -0.01539202267,     0.9777543497,   -0.08415161068,     -1.341706277,     0.8795211302,     0.5363597607,    -0.6674466518,    -0.4955180948,      1.001461738,            15.75,             0.07
    -0.913434774,    -0.4150860675,  -0.001207125501,      0.413682668,    -0.9418320097,   -0.01548375226,     0.9775556476,   -0.08477312977,     -1.350910584,     0.8745633158,     0.5372044649,    -0.6539834815,    -0.5042885886,      1.001666971,            15.76,             0.08
   -0.9092522476,    -0.4244843572,  -0.001362424575,     0.4228152213,    -0.9378103274,     -0.015576177,     0.9773569972,   -0.08530151522,     -1.360012069,     0.8695199405,     0.5380549128,    -0.6404287829,    -0.5130090759,      1.001871397,            15.77,             0.09
   -0.9049786193,    -0.4338419627,  -0.001518651293,     0.4318842014,    -0.9336735202,   -0.01565120155,     0.9771914955,   -0.08574375953,      -1.36901164,     0.8643916603,     0.5389102081,    -0.6267835799,    -0.5216787044,      1.002041169,            15.78,              0.1
