Radius_1, Radius_2, Radius_3, Velocity_1, Velocity_2, Velocity_3, Mass, ARadius_1, ARadius_2, ARadius_3, AVelocity_1, AVelocity_2, AVelocity_3, AMass, Time
   -0.8566723969,      1.157811377,    0.06452007349,    -0.6112363991,    -0.5247816095,   0.001229426613,     0.7781968076,      4010.647382,      5392.182142,     -21250.65877,       -8659.6662,     -514.1987818,      38000.46365,      1026.539009,            15.55
   -0.8627705651,      1.152544256,    0.06453189366,    -0.6083932642,    -0.5286404493,    0.00113457654,      0.778100549,      4001.099174,      5445.759931,     -21375.00537,     -8699.725229,     -568.3882549,      38213.59127,      1032.752607,            15.56
   -0.8688401828,       1.14723861,     0.0645427644,    -0.6055262919,    -0.5324864799,   0.001039542524,     0.7780042123,      3991.193228,      5499.622602,     -21500.20214,     -8739.686991,       -623.11493,      38427.96659,      1039.007493,            15.57
   -0.8748810116,      1.141894569,     0.0645526839,    -0.6026355033,    -0.5363195619,  0.0009443265031,     0.7779077969,      3980.925408,      5553.770338,     -21626.25597,     -8779.547888,     -678.3816571,      38643.59817,      1045.303983,            15.58
   -0.8808928135,      1.136512263,    0.06456165033,      -0.59972092,    -0.5401395557,  0.0008489304333,     0.7778113022,      3970.291541,      5608.203298,     -21753.17382,     -8819.304279,     -734.1912876,      38860.49459,      1051.642392,            15.59
   -0.8868753507,      1.131091822,    0.06456966191,    -0.5967825644,    -0.5439463208,  0.0007533562872,     0.7777147279,      3959.287417,       5662.92162,     -21880.96271,     -8858.952484,     -790.5466743,      39078.66455,      1058.023041,             15.6
   -0.8928283856,      1.125633381,    0.06457671687,    -0.5938204596,    -0.5477397164,  0.0006576060549,     0.7776180734,      3947.908789,      5717.925419,     -22009.62973,     -8898.488779,     -847.4506716,      39298.11677,      1064.446253,            15.61
   -0.8987516808,      1.120137073,    0.06458281345,    -0.5908346291,    -0.5515196013,  0.0005616817437,     0.7775213381,      3936.151376,      5773.214787,     -22139.18202,     -8937.909398,     -904.9061346,      39518.86009,      1070.912352,            15.62
   -0.9046449992,      1.114603034,    0.06458794993,    -0.5878250975,    -0.5552858335,  0.0004655853786,     0.7774245216,      3924.010855,      5828.789791,     -22269.62679,      -8977.21053,     -962.9159194,      39740.90339,      1077.421667,            15.63
   -0.9105081039,      1.109031402,     0.0645921246,    -0.5847918897,    -0.5590382708,  0.0003693190022,     0.7773276234,      3911.482871,      5884.650476,     -22400.97132,     -9016.388323,     -1021.482883,      39964.25563,      1083.974528,            15.64
   -0.9163407582,      1.103422316,    0.06459533575,    -0.5817350315,    -0.5627767704,  0.0002728846749,     0.7772306429,      3898.563027,       5940.79686,     -22533.22295,     -9055.438881,     -1080.609881,      40188.92584,      1090.571269,            15.65
   -0.9221427258,      1.097775914,    0.06459758174,    -0.5786545493,    -0.5665011888,  0.0001762844754,     0.7771335798,      3885.246891,      5997.228938,     -22666.38907,     -9094.358263,     -1140.299772,      40414.92314,      1097.212226,            15.66
   -0.9279137705,      1.092092339,     0.0645988609,    -0.5755504704,    -0.5702113824,  7.952050033e-05,     0.7770364333,      3871.529993,      6053.946679,     -22800.47717,     -9133.142483,     -1200.555412,       40642.2567,      1103.897739,            15.67
   -0.9336536566,      1.086371734,    0.06459917161,    -0.5724228226,    -0.5739072066, -1.740513541e-05,     0.7769392032,      3857.407824,      6110.950026,     -22935.49477,     -9171.787512,     -1261.379658,      40870.93578,      1110.628148,            15.68
   -0.9393621485,      1.080614243,    0.06459851226,    -0.5692716346,    -0.5775885168, -0.0001144902983,     0.7768418887,      3842.875837,      6168.238893,     -23071.44949,     -9210.289273,     -1322.775365,      41100.96971,      1117.403801,            15.69
   -0.9450390109,      1.074820013,    0.06459688128,    -0.5660969358,    -0.5812551676, -0.0002117328363,     0.7767444896,      3827.929447,      6225.813169,     -23208.34899,     -9248.643647,     -1384.745387,      41332.36792,      1124.225043,             15.7
   -0.9506840089,      1.068989189,    0.06459427709,    -0.5628987562,    -0.5849070131, -0.0003091305784,     0.7766470052,       3812.56403,      6283.672717,     -23346.20102,     -9286.846465,     -1447.292579,      41565.13987,      1131.092227,            15.71
   -0.9562969079,      1.063121922,    0.06459069816,    -0.5596771269,    -0.5885439071,  -0.000406681335,     0.7765494351,      3796.774924,      6341.817369,     -23485.01338,     -9324.893515,     -1510.419792,      41799.29514,      1138.005706,            15.72
   -0.9618774734,      1.057218362,    0.06458614296,    -0.5564320794,    -0.5921657026,  -0.000504382897,     0.7764517787,      3780.557427,      6400.246928,     -23624.79395,     -9362.780536,     -1574.129876,      42034.84336,      1144.965836,            15.73
   -0.9674254715,      1.051278659,       0.06458061,    -0.5531636463,    -0.5957722523, -0.0006022330364,     0.7763540356,      3763.906799,       6458.96117,     -23765.55069,      -9400.50322,     -1638.425679,      42271.79427,      1151.972978,            15.74
   -0.9729406685,      1.045302968,    0.06457409781,    -0.5498718607,    -0.5993634085, -0.0007002295056,     0.7762562053,      3746.818259,       6517.95984,     -23907.29161,     -9438.057212,     -1703.310047,      42510.15766,      1159.027495,            15.75
    -0.978422831,      1.039291443,    0.06456660493,    -0.5465567568,    -0.6029390228, -0.0007983700375,     0.7761582873,      3729.286989,      6577.242652,     -24050.02481,     -9475.438109,     -1768.785823,      42749.94341,      1166.129752,            15.76
    -0.983871726,       1.03324424,    0.06455812994,    -0.5432183695,    -0.6064989464, -0.0008966523453,      0.776060281,       3711.30813,       6636.80929,     -24193.75844,      -9512.64146,     -1834.855847,      42991.16149,       1173.28012,            15.77
   -0.9892871209,      1.027161517,    0.06454867142,    -0.5398567344,      -0.61004303, -0.0009950741223,     0.7759621861,      3692.876782,      6696.659407,     -24338.50075,     -9549.662764,     -1901.522954,      43233.82194,      1180.478969,            15.78
   -0.9946687833,      1.021043432,      0.064538228,    -0.5364718881,    -0.6135711239,  -0.001093633042,     0.7758640019,      3673.988007,      6756.792622,     -24484.26005,     -9586.497471,     -1968.789978,      43477.93489,      1187.726675,            15.79
    -1.000016481,      1.014890148,    0.06452679831,    -0.5330638679,    -0.6170830776,  -0.001192326757,     0.7757657281,      3654.636827,      6817.208523,     -24631.04471,     -9623.140983,     -2036.659749,      43723.51056,      1195.023617,             15.8
    -1.005329984,      1.008701825,    0.06451438102,    -0.5296327121,    -0.6205787405,  -0.001291152901,     0.7756673641,      3634.818222,      6877.906664,     -24778.86321,     -9659.588649,      -2105.13509,      43970.55923,      1202.370177,            15.81
    -1.010609059,      1.002478628,    0.06450097482,    -0.5261784598,    -0.6240579613,  -0.001390109086,     0.7755689095,      3614.527133,      6938.886565,     -24927.72407,     -9695.835772,     -2174.218821,       44219.0913,       1209.76674,            15.82
    -1.015853476,     0.9962207212,    0.06448657841,     -0.522701151,    -0.6275205882,  -0.001489192903,     0.7754703638,      3593.758461,      7000.147711,      -25077.6359,       -9731.8776,     -2243.913758,      44469.11722,      1217.213694,            15.83
    -1.021063005,     0.9899282719,    0.06447119054,    -0.5192008266,    -0.6309664691,  -0.001588401924,     0.7753717264,      3572.507065,      7061.689553,     -25228.60739,     -9767.709332,     -2314.222711,      44720.64755,       1224.71143,            15.84
    -1.026237416,     0.9836014482,    0.06445480997,    -0.5156775283,    -0.6343954512,  -0.001687733699,     0.7752729969,      3550.767764,      7123.511505,      -25380.6473,     -9803.326115,     -2385.148483,      44973.69293,      1232.260344,            15.85
    -1.031376479,     0.9772404198,    0.06443743547,    -0.5121312988,    -0.6378073815,  -0.001787185756,     0.7751741748,      3528.535335,      7185.612947,     -25533.76448,     -9838.723044,     -2456.693873,      45228.26409,      1239.860834,            15.86
    -1.036479966,     0.9708453579,    0.06441906586,    -0.5085621817,    -0.6412021061,  -0.001886755603,     0.7750752597,      3505.804515,      7247.993218,     -25687.96785,     -9873.895161,     -2528.861672,      45484.37184,      1247.513302,            15.87
    -1.041547647,     0.9644164355,    0.06439969997,    -0.5049702215,    -0.6445794711,  -0.001986440727,      0.774976251,      3482.570001,      7310.651623,     -25843.26641,     -9908.837455,     -2601.654664,      45742.02709,      1255.218152,            15.88
    -1.046579294,     0.9579538269,    0.06437933667,    -0.5013554638,    -0.6479393217,  -0.002086238592,     0.7748771483,      3458.826446,      7373.587427,     -25999.66923,     -9943.544864,     -2675.075629,      46001.24085,      1262.975794,            15.89
     -1.05157468,      0.951457708,    0.06435797483,    -0.4977179549,    -0.6512815031,  -0.002186146641,     0.7747779511,      3434.568463,      7436.799855,     -26157.18549,     -9978.012269,     -2749.127335,      46262.02419,      1270.786639,             15.9
    -1.056533577,     0.9449282562,    0.06433561338,    -0.4940577423,    -0.6546058596,  -0.002286162297,     0.7746786589,      3409.790624,      7500.288095,     -26315.82441,      -10012.2345,     -2823.812545,       46524.3883,      1278.651103,            15.91
    -1.061455759,     0.9383656507,    0.06431225124,    -0.4903748742,    -0.6579122353,  -0.002386282957,     0.7745792713,      3384.487459,      7564.051292,     -26475.59534,     -10046.20633,     -2899.134013,      46788.34445,      1286.569604,            15.92
       -1.066341,      0.931770072,    0.06428788738,    -0.4866694002,    -0.6612004738,  -0.002486505999,     0.7744797878,      3358.653455,       7628.08855,     -26636.50767,     -10079.92248,     -2975.094485,      47053.90401,      1294.542566,            15.93
    -1.071189072,     0.9251417022,    0.06426252078,    -0.4829413704,    -0.6644704181,  -0.002586828778,     0.7743802079,       3332.28306,      7692.398934,     -26798.57089,     -10113.37761,     -3051.696695,      47321.07844,      1302.570415,            15.94
    -1.075999752,     0.9184807251,    0.06423615048,    -0.4791908363,    -0.6677219111,  -0.002687248626,     0.7742805312,      3305.370677,      7756.981464,     -26961.79459,     -10146.56633,      -3128.94337,       47589.8793,      1310.653581,            15.95
    -1.080772814,      0.911787326,     0.0642087755,    -0.4754178503,    -0.6709547947,  -0.002787762854,     0.7741807571,       3277.91067,      7821.835117,     -27126.18842,      -10179.4832,     -3206.837228,      47860.31823,      1318.792496,            15.96
    -1.085508034,     0.9050616918,    0.06418039491,    -0.4716224658,     -0.674168911,  -0.002888368747,     0.7740808853,      3249.897358,      7886.958826,     -27291.76214,      -10212.1227,     -3285.380973,        48132.407,      1326.987599,            15.97
    -1.090205189,     0.8983040109,    0.06415100783,    -0.4678047372,    -0.6773641012,  -0.002989063572,     0.7739809152,      3221.325021,      7952.351481,     -27458.52556,     -10244.47928,     -3364.577301,      48406.15744,      1335.239329,            15.98
    -1.094864055,     0.8915144734,    0.06412061336,      -0.46396472,    -0.6805402062,  -0.003089844568,     0.7738808464,      3192.187894,      8018.011925,     -27626.48862,     -10276.54732,     -3444.428895,      48681.58151,      1343.548133,            15.99
    -1.099484409,     0.8846932709,    0.06408921066,     -0.460102471,    -0.6836970665,  -0.003190708954,     0.7737806784,      3162.480172,      8083.938955,     -27795.66132,     -10308.32114,     -3524.938428,      48958.69125,      1351.914458,               16
     -1.10406603,     0.8778405967,    0.06405679891,    -0.4562180476,    -0.6868345223,  -0.003291653926,     0.7736804108,      3132.196005,      8150.131321,     -27966.05376,       -10339.795,     -3606.108559,       49237.4988,      1360.338756,            16.01
    -1.108608696,     0.8709566457,    0.06402337732,    -0.4523115087,     -0.689952413,  -0.003392676653,     0.7735800432,      3101.329505,      8216.587726,     -28137.67613,     -10370.96312,     -3687.941934,      49518.01642,      1368.821484,            16.02
    -1.113112187,     0.8640416142,    0.06398894513,    -0.4483829141,    -0.6930505781,  -0.003493774285,      0.773479575,      3069.874737,      8283.306825,      -28310.5387,     -10401.81963,     -3770.441189,      49800.25646,      1377.363101,            16.03
    -1.117576281,     0.8570957004,    0.06395350159,    -0.4444323249,    -0.6961288562,  -0.003594943944,     0.7733790058,      3037.825727,      8350.287221,     -28484.65184,     -10432.35863,     -3853.608942,      50084.23136,      1385.964072,            16.04
     -1.12200076,     0.8501191039,    0.06391704602,     -0.440459803,    -0.6991870859,  -0.003696182733,     0.7732783352,      3005.176456,      8417.527471,     -28660.02601,     -10462.57415,       -3937.4478,       50369.9537,      1394.624864,            16.05
    -1.126385405,     0.8431120261,    0.06387957772,    -0.4364654117,     -0.702225105,  -0.003797487726,     0.7731775627,      2971.920865,      8485.026077,     -28836.67176,     -10492.46014,     -4021.960353,      50657.43612,      1403.345949,            16.06
    -1.130729996,     0.8360746697,    0.06384109605,    -0.4324492155,    -0.7052427514,  -0.003898855976,     0.7730766878,      2938.052852,      8552.781493,     -29014.59975,     -10522.01052,     -4107.149177,      50946.69141,      1412.127803,            16.07
    -1.135034316,     0.8290072395,     0.0638016004,    -0.4284112799,    -0.7082398622,  -0.004000284511,     0.7729757102,       2903.56627,      8620.792118,      -29193.8207,     -10551.21914,     -4193.016833,      51237.73243,      1420.970905,            16.08
    -1.139298149,     0.8219099415,    0.06376109017,    -0.4243516715,    -0.7112162742,  -0.004101770335,     0.7728746294,      2868.454933,      8689.056299,     -29374.34546,     -10580.07976,     -4279.565865,      51530.57217,      1429.875741,            16.09
    -1.143521278,     0.8147829835,    0.06371956481,    -0.4202704583,     -0.714171824,  -0.004203310426,     0.7727734449,      2832.712611,      8757.572329,     -29556.18496,     -10608.58613,     -4366.798799,      51825.22372,      1438.842797,             16.1
    -1.147703487,     0.8076265751,    0.06367702379,    -0.4161677095,    -0.7171063476,   -0.00430490174,     0.7726721563,      2796.333032,      8826.338445,     -29739.35021,     -10636.73189,     -4454.718145,      52121.70029,      1447.872566,            16.11
     -1.15184456,     0.8004409272,    0.06363346661,    -0.4120434953,    -0.7200196809,  -0.004406541205,     0.7725707631,       2759.30988,      8895.352829,     -29923.85235,     -10664.51065,     -4543.326395,      52420.01518,      1456.965544,            16.12
    -1.155944285,     0.7932262527,    0.06358889282,    -0.4078978873,    -0.7229116593,  -0.004508225726,      0.772469265,        2721.6368,      8964.613606,      -30109.7026,     -10691.91592,     -4632.626023,      52720.18183,      1466.122232,            16.13
    -1.160002447,     0.7859827658,    0.06354330196,    -0.4037309582,    -0.7257821176,  -0.004609952184,     0.7723676615,      2683.307392,      9034.118844,     -30296.91229,     -10718.94119,     -4722.619482,      53022.21376,      1475.343134,            16.14
    -1.164018833,     0.7787106826,    0.06349669364,    -0.3995427821,    -0.7286308908,  -0.004711717433,     0.7722659521,      2644.315215,      9103.866551,     -30485.49282,     -10745.57986,     -4813.309208,      53326.12464,      1484.628761,            16.15
    -1.167993232,     0.7714102208,    0.06344906749,    -0.3953334342,    -0.7314578131,  -0.004813518302,     0.7721641365,      2604.653785,      9173.854678,     -30675.45573,     -10771.82527,     -4904.697615,      53631.92823,      1493.979625,            16.16
    -1.171925432,     0.7640815997,    0.06340042317,    -0.3911029912,    -0.7342627187,  -0.004915351595,     0.7720622142,      2564.316577,      9244.081115,     -30866.81263,     -10797.67069,     -4996.787096,       53939.6384,      1503.396244,            16.17
    -1.175815222,     0.7567250404,    0.06335076036,    -0.3868515309,    -0.7370454411,  -0.005017214091,     0.7719601847,      2523.297023,      9314.543689,     -31059.57526,     -10823.10933,     -5089.580024,      54249.26917,       1512.87914,            16.18
    -1.179662393,     0.7493407654,     0.0633000788,    -0.3825791323,    -0.7398058139,  -0.005119102542,     0.7718580478,      2481.588513,      9385.240167,     -31253.75543,     -10848.13433,     -5183.078749,      54560.83463,       1522.42884,            16.19
    -1.183466735,     0.7419289991,    0.06324837824,     -0.378285876,    -0.7425436701,  -0.005221013675,     0.7717558028,      2439.184396,      9456.168253,      -31449.3651,     -10872.73878,     -5277.285599,      54874.34904,      1532.045876,             16.2
    -1.187228041,     0.7344899676,    0.06319565846,    -0.3739718438,    -0.7452588426,  -0.005322944193,     0.7716534495,      2396.077981,      9527.325586,     -31646.41628,     -10896.91568,     -5372.202879,      55189.82674,      1541.730782,            16.21
    -1.190946103,     0.7270238985,     0.0631419193,    -0.3696371186,    -0.7479511639,   -0.00542489077,     0.7715509875,      2352.262531,      9598.709742,     -31844.92112,     -10920.65797,     -5467.832867,      55507.28221,      1551.484099,            16.22
    -1.194620715,     0.7195310211,     0.0630871606,     -0.365281785,    -0.7506204662,  -0.005526850056,     0.7714484162,      2307.731271,       9670.31823,     -32044.89188,     -10943.95854,     -5564.177821,      55826.73005,      1561.306371,            16.23
     -1.19825167,     0.7120115664,    0.06303138227,    -0.3609059289,    -0.7532665815,  -0.005628818673,     0.7713457353,      2262.477385,      9742.148492,      -32246.3409,     -10966.81019,     -5661.239971,      56148.18498,      1571.198148,            16.24
    -1.201838765,     0.7044657673,    0.06297458421,    -0.3565096372,    -0.7558893414,  -0.005730793218,     0.7712429444,      2216.494013,      9814.197903,     -32449.28066,     -10989.20566,     -5759.021522,      56471.66184,      1581.159984,            16.25
    -1.205381795,      0.696893858,    0.06291676639,    -0.3520929987,    -0.7584885776,  -0.005832770263,     0.7711400431,      2169.774257,       9886.46377,     -32653.72373,     -11011.13762,     -5857.524651,       56797.1756,      1591.192438,            16.26
    -1.208880558,     0.6892960747,    0.06285792881,    -0.3476561033,    -0.7610641211,  -0.005934746351,     0.7710370309,      2122.311177,      9958.943328,     -32859.68279,     -11032.59866,     -5956.751509,      57124.74136,      1601.296073,            16.27
     -1.21233485,     0.6816726551,    0.06279807148,    -0.3431990424,     -0.763615803,     -0.006036718,     0.7709339076,      2074.097792,      10031.63374,     -33067.17064,     -11053.58134,      -6056.70422,      57454.37435,      1611.471456,            16.28
    -1.215744471,     0.6740238387,    0.06273719448,    -0.3387219087,     -0.766143454,    -0.0061386817,     0.7708306726,      2025.127082,      10104.53211,     -33276.20017,      -11074.0781,     -6157.384877,      57786.08992,      1621.719162,            16.29
    -1.219109222,     0.6663498667,    0.06267529789,    -0.3342247965,    -0.7686469047,  -0.006240633915,     0.7707273256,      1975.391985,      10177.63546,     -33486.78442,     -11094.08133,     -6258.795546,      58119.90354,      1632.039768,             16.3
    -1.222428901,     0.6586509819,    0.06261238185,    -0.3297078014,    -0.7711259854,  -0.006342571084,     0.7706238662,      1924.885401,      10250.94072,     -33698.93651,     -11113.58336,      -6360.93826,      58455.83083,      1642.433857,            16.31
    -1.225703312,     0.6509274288,    0.06254844653,    -0.3251710206,    -0.7735805262,  -0.006444489615,      0.770520294,      1873.600189,      10324.44478,     -33912.66969,     -11132.57644,     -6463.815023,      58793.88754,      1652.902016,            16.32
    -1.228932256,     0.6431794537,    0.06248349213,    -0.3206145527,    -0.7760103571,  -0.006546385893,     0.7704166087,       1821.52917,      10398.14444,     -34127.99732,     -11151.05275,     -6567.427807,      59134.08954,      1663.444838,            16.33
    -1.232115537,     0.6354073046,     0.0624175189,    -0.3160384978,     -0.778415308,  -0.006648256275,     0.7703128098,      1768.665124,      10472.03641,     -34344.93287,     -11169.00438,     -6671.778553,      59476.45284,      1674.062921,            16.34
    -1.235252961,     0.6276112311,     0.0623505271,    -0.3114429574,    -0.7807952084,  -0.006750097088,      0.770208897,      1715.000793,      10546.11734,     -34563.48995,     -11186.42338,     -6776.869165,       59820.9936,      1684.756866,            16.35
    -1.238344332,     0.6197914845,    0.06228251706,    -0.3068280346,    -0.7831498878,  -0.006851904635,     0.7701048698,      1660.528882,       10620.3838,     -34783.68227,     -11203.30171,     -6882.701518,      60167.72809,      1695.527283,            16.36
    -1.241389457,      0.611948318,    0.06221348913,    -0.3021938341,    -0.7854791756,   -0.00695367519,      0.770000728,      1605.242054,      10694.83226,     -35005.52365,     -11219.63124,     -6989.277448,      60516.67274,      1706.374784,            16.37
    -1.244388145,     0.6040819862,     0.0621434437,     -0.297540462,    -0.7877829009,  -0.007055405002,     0.7698964712,      1549.132938,      10769.45914,     -35229.02805,     -11235.40381,     -7096.598758,      60867.84411,      1717.299986,            16.38
    -1.247340203,     0.5961927457,    0.06207238118,     -0.292868026,     -0.790060893,  -0.007157090289,     0.7697920989,      1492.194124,      10844.26075,     -35454.20954,     -11250.61114,     -7204.667213,      61221.25889,      1728.303514,            16.39
    -1.250245442,     0.5882808547,    0.06200030205,    -0.2881766353,    -0.7923129807,  -0.007258727244,     0.7696876108,      1434.418163,      10919.23334,     -35681.08231,      -11265.2449,     -7313.484543,      61576.93394,      1739.385995,             16.4
    -1.253103673,      0.580346573,    0.06192720681,    -0.2834664007,    -0.7945389931,  -0.007360312032,     0.7695830066,      1375.797572,      10994.37305,     -35909.66068,     -11279.29669,     -7423.052437,      61934.88623,      1750.548063,            16.41
    -1.255914708,     0.5723901623,      0.061853096,    -0.2787374347,     -0.796738759,   -0.00746184079,     0.7694782859,      1316.324829,      11069.67597,     -36139.95909,     -11292.75801,     -7533.372548,      62295.13289,      1761.790358,            16.42
     -1.25867836,     0.5644118859,    0.06177797019,    -0.2739898512,     -0.798912107,  -0.007563309628,     0.7693734483,      1255.992378,      11145.13807,      -36371.9921,     -11305.62032,     -7644.446487,      62657.69119,      1773.113523,            16.43
    -1.261394443,     0.5564120088,    0.06170183002,    -0.2692237659,     -0.801058866,  -0.007664714628,     0.7692684936,      1194.792626,      11220.75524,      -36605.7744,     -11317.87497,     -7756.275826,      63022.57856,       1784.51821,            16.44
    -1.264062774,     0.5483907978,    0.06162467613,    -0.2644392959,    -0.8031788647,  -0.007766051843,     0.7691634212,      1132.717946,       11296.5233,     -36841.32081,     -11329.51325,     -7868.862095,      63389.81256,      1796.005072,            16.45
    -1.266683168,     0.5403485213,    0.06154650922,    -0.2596365602,    -0.8052719317,    -0.0078673173,      0.769058231,      1069.760674,      11372.43797,     -37078.64627,     -11340.52638,     -7982.206781,       63759.4109,      1807.574772,            16.46
    -1.269255444,     0.5322854495,    0.06146733003,    -0.2548156791,    -0.8073378956,  -0.007968506998,     0.7689529226,      1005.913114,      11448.49486,     -37317.76585,      -11350.9055,     -8096.311328,      64131.39146,      1819.227975,            16.47
    -1.271779422,     0.5242018543,    0.06138713935,     -0.249976775,    -0.8093765852,  -0.008069616907,     0.7688474956,       941.167535,      11524.68953,     -37558.69475,     -11360.64165,     -8211.177137,      64505.77225,      1830.965353,            16.48
     -1.27425492,     0.5160980093,    0.06130593798,    -0.2451199714,    -0.8113878292,  -0.008170642971,     0.7687419497,      875.5161727,      11601.01739,     -37801.44829,     -11369.72583,     -8326.805563,      64882.57144,      1842.787584,            16.49
    -1.276681762,     0.5079741898,    0.06122372678,    -0.2402453941,    -0.8133714561,  -0.008271581104,     0.7686362845,      808.9512303,      11677.47382,     -38046.04194,     -11378.14893,     -8443.197914,      65261.80735,      1854.695352,             16.5
    -1.279059769,     0.4998306728,    0.06114050666,      -0.23535317,    -0.8153272949,  -0.008372427193,     0.7685304998,      741.4648783,      11754.05405,      -38292.4913,     -11385.90178,     -8560.355452,      65643.49847,      1866.689344,            16.51
    -1.281388767,     0.4916677371,    0.06105627856,    -0.2304434282,    -0.8172551744,  -0.008473177097,     0.7684245952,      673.0492559,      11830.75324,     -38540.81208,     -11392.97513,     -8678.279391,      66027.66342,      1878.770257,            16.52
     -1.28366858,     0.4834856631,    0.06097104345,    -0.2255162993,    -0.8191549234,  -0.008573826648,     0.7683185705,      603.6964707,      11907.56645,     -38791.02015,     -11399.35964,     -8796.970897,        66414.321,       1890.93879,            16.53
    -1.285899035,     0.4752847329,    0.06088480237,    -0.2205719154,    -0.8210263709,   -0.00867437165,     0.7682124252,      533.3985999,      11984.48864,      -39043.1315,     -11405.04591,     -8916.431084,      66803.49016,       1903.19565,            16.54
    -1.288079961,     0.4670652305,    0.06079755638,    -0.2156104108,    -0.8228693462,  -0.008774807876,      0.768106159,      462.1476908,      12061.51467,     -39297.16226,     -11410.02444,     -9036.661016,      67195.19003,       1915.54155,            16.55
    -1.290211187,     0.4588274415,    0.06070930659,    -0.2106319212,    -0.8246836784,  -0.008875131075,     0.7679997718,       389.935761,       12138.6393,     -39553.12869,     -11414.28566,     -9157.661706,      67589.43986,      1927.977206,            16.56
    -1.292292543,      0.450571653,    0.06062005415,    -0.2056365841,     -0.826469197,  -0.008975336966,     0.7678932631,      316.7547998,      12215.85718,     -39811.04721,     -11417.81992,     -9279.434113,      67986.25911,      1940.503345,            16.57
    -1.294323863,     0.4422981542,    0.06052980026,    -0.2006245389,    -0.8282257315,  -0.009075421241,     0.7677866327,      242.5967681,      12293.16286,     -40070.93435,      -11420.6175,     -9401.979142,      68385.66737,      1953.120696,            16.58
    -1.296304979,     0.4340072356,    0.06043854615,    -0.1955959268,    -0.8299531117,  -0.009175379564,     0.7676798803,      167.4535997,      12370.55079,     -40332.80679,     -11422.66858,     -9525.297644,      68787.68441,      1965.829994,            16.59
    -1.298235727,     0.4256991897,     0.0603462931,    -0.1905508905,    -0.8316511674,  -0.009275207569,     0.7675730055,      91.31720151,      12448.01532,     -40596.68137,     -11423.96326,     -9649.390413,      69192.33018,      1978.631984,             16.6
    -1.300115942,     0.4173743105,    0.06025304244,    -0.1854895749,    -0.8333197289,  -0.009374900866,     0.7674660082,      14.17945462,      12525.55066,     -40862.57504,     -11424.49158,     -9774.258187,      69599.62477,      1991.527413,            16.61
    -1.301945464,      0.409032894,    0.06015879555,    -0.1804121264,    -0.8349586266,  -0.009474455034,     0.7673588879,     -63.96778512,      12603.15096,     -41130.50491,     -11424.24349,     -9899.901643,      70009.58846,      2004.517036,            16.62
    -1.303724132,     0.4006752375,    0.06006355382,    -0.1753186934,    -0.8365676909,  -0.009573865625,     0.7672516445,     -143.1326863,      12680.81022,     -41400.48823,     -11423.20883,      -10026.3214,      70422.24171,      2017.601615,            16.63
    -1.305451785,     0.3923016402,    0.05996731873,     -0.170209426,     -0.838146753,  -0.009673128165,     0.7671442777,      -223.323441,      12758.52235,      -41672.5424,     -11421.37741,     -10153.51802,      70837.60513,      2030.781916,            16.64
    -1.307128268,      0.383912403,    0.05987009177,    -0.1650844764,    -0.8396956439,  -0.009772238151,     0.7670367872,     -304.5482645,      12836.28114,     -41946.68497,     -11418.73892,       -10281.492,      71255.69952,      2044.058714,            16.65
    -1.308753423,     0.3755078284,    0.05977187449,    -0.1599439982,    -0.8412141951,   -0.00987119105,     0.7669291727,     -386.8153936,      12914.08027,      -42222.9336,     -11415.28297,     -10410.24378,      71676.54585,      2057.432789,            16.66
    -1.310327097,     0.3670882208,    0.05967266849,    -0.1547881474,    -0.8427022385,  -0.009969982306,     0.7668214339,     -470.1330866,      12991.91331,     -42501.30615,     -11410.99911,     -10539.77372,      72100.16527,      2070.904926,            16.67
    -1.311849135,     0.3586538859,     0.0595724754,    -0.1496170814,    -0.8441596062,   -0.01006860733,     0.7667135707,      -554.509622,       13069.7737,      -42781.8206,     -11405.87678,     -10670.08214,      72526.57911,      2084.475921,            16.68
    -1.313319388,     0.3502051314,    0.05947129691,    -0.1444309599,    -0.8455861308,   -0.01016706152,     0.7666055828,     -639.9532975,      13147.65478,     -43064.49507,     -11399.90536,     -10801.16927,      72955.80888,      2098.146571,            16.69
    -1.314737705,     0.3417422666,    0.05936913475,    -0.1392299441,    -0.8469816452,   -0.01026534022,     0.7664974699,     -726.4724295,      13225.54976,     -43349.34786,     -11393.07413,     -10933.03528,      73387.87628,      2111.917683,             16.7
    -1.316103938,     0.3332656025,     0.0592659907,    -0.1340141973,    -0.8483459826,   -0.01036343877,     0.7663892317,     -814.0753518,      13303.45173,     -43636.39739,      -11385.3723,     -11065.68029,      73822.80316,       2125.79007,            16.71
     -1.31741794,     0.3247754515,    0.05916186659,    -0.1287838849,    -0.8496789769,   -0.01046135247,     0.7662808682,     -902.7704146,      13381.35367,     -43925.66226,     -11376.78898,     -11199.10432,      74260.61161,      2139.764552,            16.72
    -1.318679568,      0.316272128,    0.05905676429,    -0.1235391738,    -0.8509804623,   -0.01055907661,     0.7661723789,     -992.5659839,      13459.24842,      -44217.1612,     -11367.31322,     -11333.30733,      74701.32386,      2153.841955,            16.73
    -1.319888676,     0.3077559478,    0.05895068571,    -0.1182802331,    -0.8522502733,   -0.01065660643,     0.7660637637,      -1083.47044,      13537.12873,     -44510.91311,     -11356.93397,     -11468.28924,      75144.96234,      2168.023111,            16.74
