Radius_1,Radius_2,Radius_3,Velocity_1,Velocity_2,Velocity_3,Mass,ARadius_1,ARadius_2,ARadius_3,AVelocity_1,AVelocity_2,AVelocity_3,AMass,Thrust,Time
   -0.9677363934,    -0.2558972142,   2.39002025e-06,      0.248451215,     -0.995495643,   -0.01452638523,     0.9839097584,    -0.5822625606,     -1.058806023,      1.131524847,     0.2800810396,    -0.7451636369,    -0.4280290806,                1,   0.007926772641,                0
   -0.9652036877,    -0.2658392506, -0.0001428715379,     0.2580850267,     -0.992895302,   -0.01452568512,     0.9839097584,    -0.5817625999,     -1.066807336,      1.127201784,     0.2859012129,    -0.7345355004,    -0.4393228063,                1, 6.923414256e-310,             0.01
   -0.9625747929,    -0.2757547943, -0.0002881188589,     0.2676888439,    -0.9901971898,   -0.01452353806,     0.9839097584,    -0.5812082111,     -1.074725312,      1.122767982,     0.2917161102,     -0.723827768,    -0.4505727472,                1,   4.6716247e-310,             0.02
   -0.9598500144,    -0.2856428698, -0.0004333374811,     0.2772615823,    -0.9874017073,   -0.01451994562,     0.9839097584,    -0.5806045367,     -1.082560792,      1.118224052,     0.2975252128,    -0.7130412692,    -0.4617777989,                1,   4.6716247e-310,             0.03
   -0.9570296684,    -0.2955025053, -0.0005785129592,     0.2868021639,    -0.9845092688,   -0.01451490956,     0.9839097584,    -0.5799566645,     -1.090314786,      1.113570612,     0.3033280536,    -0.7021768238,    -0.4729368632,                1, 6.923414256e-310,             0.04
   -0.9541140819,    -0.3053327334, -0.0007236308668,     0.2963095177,    -0.9815203023,   -0.01450843185,     0.9839097584,     -0.579269623,     -1.097988472,      1.108808299,     0.3091242156,    -0.6912352412,    -0.4840488482,                1, 6.923414256e-310,             0.05
   -0.9511035924,     -0.315132591,  -0.000868676798,     0.3057825794,    -0.9784352493,   -0.01450051469,     0.9839097584,    -0.5785483764,     -1.105583195,      1.103937759,      0.314913332,    -0.6802173176,    -0.4951126684,                1,                0,             0.06
   -0.9479985481,    -0.3249011196,   -0.00101363637,     0.3152202916,    -0.9752545646,   -0.01449116048,     0.9839097584,    -0.5777978205,     -1.113100462,       1.09895965,     0.3206950854,    -0.6691238355,    -0.5061272448,                1,                0,             0.07
   -0.9447993079,    -0.3346373651,  -0.001158495226,     0.3246216046,    -0.9719787165,   -0.01448037182,     0.9839097584,    -0.5770227776,      -1.12054194,      1.093874644,     0.3264692068,     -0.657955561,    -0.5170915051,                1,   4.6716247e-310,             0.08
   -0.9415062409,    -0.3443403783,  -0.001303239035,     0.3339854757,    -0.9686081859,   -0.01446815151,     0.9839097584,    -0.5762279922,     -1.127909456,      1.088683424,     0.3322354752,    -0.6467132432,    -0.5280043836,                1,   4.6716247e-310,             0.09
   -0.9381197266,    -0.3540092149,  -0.001447853494,     0.3433108701,     -0.965143467,   -0.01445450258,     0.9839097584,    -0.5754181268,     -1.135204992,      1.083386686,     0.3379937164,    -0.6353976119,    -0.5388648218,                1,                0,              0.1
   -0.9346401551,    -0.3636429354,  -0.001592324335,     0.3525967609,    -0.9615850667,   -0.01443942824,     0.9839097584,    -0.5745977573,     -1.142430683,      1.077985137,     0.3437438027,    -0.6240093762,     -0.549671768,                1,                0,             0.11
   -0.9310679265,    -0.3732406057,  -0.001736637319,      0.361842129,    -0.9579335044,   -0.01442293191,     0.9839097584,    -0.5737713688,     -1.149588812,      1.072479496,     0.3494856515,    -0.6125492234,    -0.5604241776,                1,            15.92,             0.12
    -0.927403451,    -0.3828012967,  -0.001880778245,     0.3710459639,    -0.9541893121,   -0.01440501721,     0.9839097584,     -0.572943352,     -1.156681812,      1.066870492,     0.3552192247,    -0.6010178171,    -0.5711210133,                1,            15.93,             0.13
    -0.923647149,    -0.3923240849,  -0.002024732948,      0.380207263,    -0.9503530341,   -0.01438568797,     0.9839097584,    -0.5721179983,     -1.163712257,      1.061158866,     0.3609445274,    -0.5894157957,    -0.5817612453,                1,            15.94,             0.14
   -0.9197994508,    -0.4018080523,  -0.002168487302,     0.3893250327,    -0.9464252269,   -0.01436494819,     0.9839097584,    -0.5712994965,     -1.170682862,      1.055345371,     0.3666616075,    -0.5777437715,    -0.5923438511,                1, 7.162815514e-319,             0.15
   -0.9158607967,    -0.4112522863,  -0.002312027224,     0.3983982879,    -0.9424064589,    -0.0143428021,     0.9839097584,    -0.5704919291,     -1.177596482,      1.049430771,     0.3723705538,    -0.5660023285,    -0.6028678157,                1, 6.923414256e-310,             0.16
   -0.9118316367,    -0.4206558802,  -0.002455338671,     0.4074260525,    -0.9382973104,    -0.0143192541,     0.9839097584,    -0.5696992679,     -1.184456101,      1.043415837,     0.3780714958,    -0.5541920218,    -0.6133321321,                1, 6.923414256e-310,             0.17
   -0.9077124305,    -0.4300179332,  -0.002598407648,     0.4164073594,    -0.9340983735,    -0.0142943088,     0.9839097584,    -0.5689253713,     -1.191264837,      1.037301356,     0.3837646018,    -0.5423133761,    -0.6237358007,                1,                0,             0.18
   -0.9035036476,    -0.4393375504,  -0.002741220206,     0.4253412508,    -0.9298102516,   -0.01426797097,     0.9839097584,    -0.5681739799,     -1.198025934,      1.031088121,     0.3894500782,    -0.5303668839,      -0.63407783,                1,                0,             0.19
   -0.8992057667,     -0.448613843,  -0.002883762443,     0.4342267782,    -0.9254335594,   -0.01424024561,     0.9839097584,    -0.5674487139,     -1.204742757,      1.024776937,     0.3951281685,     -0.518353005,    -0.6443572366,                1,               16,              0.2
   -0.8948192764,    -0.4578459284,   -0.00302602051,     0.4430630028,    -0.9209689229,   -0.01421113788,     0.9839097584,    -0.5667530695,     -1.211418791,      1.018368618,     0.4007991513,    -0.5062721648,    -0.6545730449,                1,            16.01,             0.21
   -0.8903446741,    -0.4670329304,   -0.00316798061,     0.4518489953,    -0.9164169791,   -0.01418065313,     0.9839097584,    -0.5660904156,     -1.218057638,      1.011863989,     0.4064633398,    -0.4941247531,    -0.6647242879,                1,            16.02,             0.22
    -0.885782467,    -0.4761739791,  -0.003309629001,     0.4605838363,    -0.9117783757,    -0.0141487969,     0.9839097584,    -0.5654639912,     -1.224663009,      1.005263884,     0.4121210804,    -0.4819111236,    -0.6748100065,                1,            16.03,             0.23
   -0.8811331709,    -0.4852682112,  -0.003450951996,     0.4692666166,    -0.9070537709,   -0.01411557491,     0.9839097584,     -0.564876902,     -1.231238724,     0.9985691452,     0.4177727508,    -0.4696315918,    -0.6848292501,                1,            16.04,             0.24
   -0.8763973112,    -0.4943147701,  -0.003591935966,     0.4778964367,    -0.9022438336,   -0.01408099305,     0.9839097584,    -0.5643321183,     -1.237788705,     0.9917806259,     0.4234187594,    -0.4572864349,    -0.6947810768,                1,            16.05,             0.25
   -0.8715754217,    -0.5033128057,  -0.003732567344,     0.4864724077,    -0.8973492427,    -0.0140450574,     0.9839097584,    -0.5638324717,     -1.244316973,     0.9848991873,     0.4290595436,    -0.4448758901,    -0.7046645529,                1,            16.06,             0.26
   -0.8666680454,    -0.5122614751,  -0.003872832622,     0.4949936508,    -0.8923706872,    -0.0140077742,     0.9839097584,    -0.5633806528,     -1.250827645,     0.9779256996,     0.4346955683,    -0.4324001541,    -0.7144787537,                1,            16.07,             0.27
    -0.861675734,    -0.5211599419,  -0.004012718358,      0.503459298,    -0.8873088662,   -0.01396914989,     0.9839097584,     -0.562979209,     -1.257324928,     0.9708610414,     0.4403273246,    -0.4198593819,     -0.724222763,                1,            16.08,             0.28
   -0.8565990477,    -0.5300073772,  -0.004152211172,     0.5118684916,     -0.882164488,   -0.01392919104,     0.9839097584,     -0.562630542,     -1.263813116,     0.9637061002,     0.4459553284,    -0.4072536859,    -0.7338956736,                1,            16.09,             0.29
   -0.8514385552,    -0.5388029589,  -0.004291297752,     0.5202203849,    -0.8769382709,   -0.01388790443,     0.9839097584,    -0.5623369057,     -1.270296585,     0.9564617714,     0.4515801189,    -0.3945831353,     -0.743496587,                1,             16.1,              0.3
   -0.8461948338,    -0.5475458722,  -0.004429964857,     0.5285141419,    -0.8716309422,   -0.01384529698,     0.9839097584,    -0.5621004045,     -1.276779786,     0.9491289584,      0.457202257,    -0.3818477551,     -0.753024614,                1,            16.11,             0.31
   -0.8408684689,    -0.5562353098,  -0.004568199313,     0.5367489376,    -0.8662432382,   -0.01380137578,     0.9839097584,    -0.5619229908,     -1.283267248,     0.9417085728,      0.462822324,    -0.3690475254,    -0.7624788743,                1,            16.12,             0.32
   -0.8354600543,    -0.5648704716,  -0.004705988018,     0.5449239582,    -0.8607759044,   -0.01375614809,     0.9839097584,    -0.5618064638,     -1.289763563,     0.9342015336,     0.4684409198,    -0.3561823806,    -0.7718584966,                1,            16.13,             0.33
   -0.8299701917,     -0.573450565,  -0.004843317944,     0.5530384008,    -0.8552296947,   -0.01370962132,     0.9839097584,    -0.5617524677,     -1.296273393,     0.9266087673,     0.4740586617,    -0.3432522091,    -0.7811626192,                1,            16.14,             0.34
   -0.8243994908,    -0.5819748051,  -0.004980176139,      0.561091474,    -0.8496053717,   -0.01366180305,     0.9839097584,    -0.5617624902,     -1.302801455,     0.9189312077,     0.4796761826,     -0.330256852,    -0.7903903893,                1,            16.15,             0.35
   -0.8187482434,    -0.5904426333,  -0.005117086759,     0.5691639246,     -0.843958124,   -0.01374702716,     0.9837461575,    -0.5618378571,     -1.309352523,     0.9111697944,     0.4852941294,    -0.3171961033,    -0.7995409638,      1.000166532,            16.16,             0.36
   -0.8130164204,    -0.5988537021,  -0.005255115055,     0.5771902144,    -0.8382424349,   -0.01385854528,     0.9835499487,    -0.5619797033,     -1.315931406,     0.9033254609,     0.4909131613,    -0.3040697088,    -0.8086135088,      1.000367414,            16.17,             0.37
   -0.8072046498,    -0.6072072192,  -0.005394255824,     0.5851533073,    -0.8324479022,   -0.01396951128,     0.9833538661,    -0.5621889917,     -1.322542954,     0.8953991425,     0.4965339482,    -0.2908773663,    -0.8176071998,      1.000569485,            16.18,             0.38
   -0.8013135675,       -0.6155024,  -0.005534503233,     0.5930524331,    -0.8265753244,   -0.01407986293,     0.9831579111,    -0.5624665241,     -1.329192057,     0.8873917798,     0.5021571687,    -0.2776187246,    -0.8265212215,      1.000772774,            16.19,             0.39
   -0.7953438169,    -0.6237384682,  -0.005675850831,     0.6008868333,    -0.8206255087,   -0.01418953911,     0.9829620851,     -0.562812941,     -1.335883642,     0.8793043188,     0.5077835084,    -0.2642933835,    -0.8353547684,      1.000977314,             16.2,              0.4
    -0.789296049,    -0.6319146554,  -0.005818291563,     0.6086557615,    -0.8145992713,   -0.01429847987,     0.9827663895,    -0.5632287202,     -1.342622663,     0.8711377107,     0.5134136587,    -0.2509008936,    -0.8441070441,      1.001183133,            16.21,             0.41
   -0.7831709223,    -0.6400302016,  -0.005961817781,      0.616358483,     -0.808497437,   -0.01440662643,     0.9825708256,    -0.5637141766,     -1.349414103,     0.8628929115,      0.519048315,    -0.2374407556,     -0.852777262,      1.001390262,            16.22,             0.42
   -0.7769691025,     -0.648084355,  -0.006106421253,     0.6239942756,    -0.8023208387,   -0.01451392125,     0.9823753949,    -0.5642694616,     -1.356262967,     0.8545708819,      0.524688175,    -0.2239124202,    -0.8613646449,      1.001598729,            16.23,             0.43
   -0.7706912623,     -0.656076372,  -0.006252093179,     0.6315624289,    -0.7960703172,   -0.01462030804,     0.9821800986,    -0.5648945632,     -1.363174275,     0.8461725873,      0.530333937,    -0.2103152881,    -0.8698684254,      1.001808563,            16.24,             0.44
   -0.7643380817,    -0.6640055177,  -0.006398824203,     0.6390622449,    -0.7897467211,   -0.01472573175,     0.9819849382,     -0.565589305,      -1.37015306,     0.8376989972,     0.5359862984,    -0.1966487097,    -0.8782878456,      1.002019791,            16.25,             0.45
   -0.7579102475,    -0.6718710657,  -0.006546604424,     0.6464930379,    -0.7833509063,   -0.01483013862,     0.9817899149,    -0.5663533472,     -1.377204365,     0.8291510851,     0.5416459541,    -0.1829119852,    -0.8866221576,       1.00223244,            16.26,             0.46
   -0.7514084532,     -0.679672298,  -0.006695423411,     0.6538541344,    -0.7768837357,   -0.01493347615,     0.9815950301,    -0.5671861856,     -1.384333233,     0.8205298285,     0.5473135947,    -0.1691043639,    -0.8948706229,      1.002446537,            16.27,             0.47
   -0.7448333993,    -0.6874085054,  -0.006845270212,     0.6611448735,    -0.7703460792,   -0.01503569316,     0.9814002849,    -0.5680871527,      -1.39154471,     0.8118362086,      0.552989905,    -0.1552250451,    -0.9030325129,      1.002662108,            16.28,             0.48
   -0.7381857925,    -0.6950789876,  -0.006996133373,     0.6683646065,     -0.763738813,   -0.01513673973,     0.9812056808,    -0.5690554173,     -1.398843832,     0.8030712098,     0.5586755621,    -0.1412731776,    -0.9111071091,      1.002879177,            16.29,             0.49
    -0.731466346,    -0.7026830526,  -0.007148000943,     0.6755126976,    -0.7570628196,   -0.01523656724,     0.9810112189,    -0.5700899855,     -1.406235628,       0.79423582,     0.5643712343,    -0.1272478596,    -0.9190937025,      1.003097771,             16.3,              0.5
   -0.7246757794,    -0.7102200178,  -0.007300860496,      0.682588523,    -0.7503189877,   -0.01533512834,     0.9808169005,    -0.5711897009,     -1.413725112,     0.7853310301,      0.570077579,    -0.1131481394,    -0.9269915942,      1.003317913,            16.31,             0.51
   -0.7178148184,    -0.7176892092,  -0.007454699135,     0.6895914718,    -0.7435082113,   -0.01543237697,     0.9806227267,    -0.5723532452,     -1.421317277,     0.7763578338,     0.5757952411,   -0.09897301507,    -0.9348000951,      1.003539627,            16.32,             0.52
   -0.7108841949,    -0.7250899619,  -0.007609503511,     0.6965209455,    -0.7366313902,   -0.01552826831,     0.9804286989,    -0.5735791395,     -1.429017097,     0.7673172274,     0.5815248518,   -0.08472143497,    -0.9425185261,      1.003762936,            16.33,             0.53
   -0.7038846464,    -0.7324216199,  -0.007765259831,     0.7033763582,    -0.7296894293,   -0.01562275882,     0.9802348181,    -0.5748657444,     -1.436829514,     0.7582102098,     0.5872670263,    -0.0703922978,    -0.9501462182,      1.003987864,            16.34,             0.54
   -0.6968169165,    -0.7396835364,  -0.007921953876,     0.7101571366,    -0.7226832383,   -0.01571580618,     0.9800410856,    -0.5762112619,     -1.444759442,     0.7490377821,      0.593022363,   -0.05598445298,    -0.9576825123,      1.004214433,            16.35,             0.55
   -0.6896817543,    -0.7468750736,  -0.008079571007,     0.7168627201,    -0.7156137318,   -0.01580736928,     0.9798475025,    -0.5776137357,     -1.452811755,     0.7398009475,     0.5987914414,   -0.04149670101,    -0.9651267592,      1.004442665,            16.36,             0.56
   -0.6824799146,     -0.753995603,  -0.008238096181,     0.7234925604,    -0.7084818287,   -0.01589740825,     0.9796540698,    -0.5790710531,     -1.460991289,     0.7305007113,     0.6045748206,   -0.02692779382,    -0.9724783199,      1.004672582,            16.37,             0.57
   -0.6752121574,    -0.7610445053,  -0.008397513963,     0.7300461221,    -0.7012884521,   -0.01598588437,     0.9794607888,    -0.5805809459,     -1.469302836,     0.7211380802,     0.6103730378,   -0.01227643519,    -0.9797365654,      1.004904206,            16.38,             0.58
   -0.6678792482,    -0.7680211702,  -0.008557808534,     0.7365228822,    -0.6940345291,    -0.0160727601,     0.9792676605,    -0.5821409918,     -1.477751139,     0.7117140626,     0.6161866067,   0.002458718766,    -0.9869008769,      1.005137556,            16.39,             0.59
   -0.6604819575,    -0.7749249971,  -0.008718963709,     0.7429223303,    -0.6867209906,   -0.01615799907,      0.979074686,    -0.5837486166,     -1.486340889,     0.7022296685,     0.6220160162,    0.01727905909,    -0.9939706454,      1.005372655,             16.4,              0.6
   -0.6530210609,    -0.7817553944,  -0.008880962942,     0.7492439686,    -0.6793487709,   -0.01624156599,     0.9788818663,    -0.5854010948,     -1.495076718,     0.6926859087,     0.6278617286,    0.03218602348,     -1.000945272,      1.005609522,            16.41,             0.61
   -0.6454973391,    -0.7885117801,  -0.009043789341,     0.7554873118,    -0.6719188076,   -0.01632342672,     0.9786892024,    -0.5870955522,       -1.5039632,     0.6830837955,      0.633724178,    0.04718109563,     -1.007824169,      1.005848178,            16.42,             0.62
   -0.6379115772,    -0.7951935813,  -0.009207425678,     0.7616518871,    -0.6644320413,   -0.01640354818,     0.9784966955,    -0.5888289673,     -1.513004846,     0.6734243417,     0.6396037695,     0.0622658047,     -1.014606757,      1.006088642,            16.43,             0.63
   -0.6302645654,    -0.8018002347,    -0.0093718544,     0.7677372343,    -0.6568894155,   -0.01648189835,     0.9783043464,    -0.5905981736,     -1.522206096,      0.663708561,     0.6455008767,    0.07744172457,     -1.021292468,      1.006330934,            16.44,             0.64
   -0.6225570981,    -0.8083311865,  -0.009537057638,     0.7737429054,    -0.6492918764,   -0.01655844627,     0.9781121562,    -0.5923998609,     -1.531571319,     0.6539374678,     0.6514158412,     0.0927104732,     -1.027880744,      1.006575074, 7.143052888e-319,             0.65
   -0.6147899744,    -0.8147858923,  -0.009703017218,      0.779668465,    -0.6416403725,   -0.01663316196,     0.9779201257,    -0.5942305783,      -1.54110481,     0.6441120765,     0.6573489707,     0.1080737119,     -1.034371037,      1.006821081, 6.923414256e-310,             0.66
   -0.6069639973,    -0.8211638173,  -0.009869714673,     0.7855134901,    -0.6339358545,   -0.01670601647,     0.9777282561,    -0.5960867356,     -1.550810785,     0.6342334022,     0.6633005376,     0.1235331444,     -1.040762808,      1.007068974, 6.923414256e-310,             0.67
   -0.5990799744,    -0.8274644359,   -0.01003713125,       0.79127757,    -0.6261792752,   -0.01677698182,     0.9775365481,    -0.5979646061,     -1.560693375,     0.6243024598,     0.6692707778,     0.1390905163,      -1.04705553,      1.007318772,                0,             0.68
    -0.591138717,    -0.8336872324,   -0.01020524792,     0.7969603063,    -0.6183715892,   -0.01684603098,     0.9773450026,    -0.5998603286,     -1.570756629,     0.6143202644,     0.6752598892,     0.1547476141,     -1.053248686,      1.007570494,                0,             0.69
   -0.5831410407,    -0.8398317005,    -0.0103740454,     0.8025613128,    -0.6105137526,   -0.01691313783,     0.9771536206,    -0.6017699101,     -1.581004504,     0.6042878307,     0.6812680306,     0.1705062643,     -1.059341768,      1.007824158,             16.5,              0.7
   -0.5750877645,    -0.8458973435,   -0.01054350412,     0.8080802156,    -0.6026067231,   -0.01697827719,     0.9769624029,    -0.6036892282,     -1.591440866,     0.5942061732,     0.6872953199,     0.1863683325,     -1.065334279,      1.008079784,            16.51,             0.71
   -0.5669797113,    -0.8518836742,    -0.0107136043,     0.8135166529,    -0.5946514595,   -0.01704142477,     0.9767713504,    -0.6056140334,     -1.602069484,      0.584076306,     0.6933418335,     0.2023357225,     -1.071225731,      1.008337389,            16.52,             0.72
   -0.5588177075,    -0.8577902151,    -0.0108843259,      0.818870275,    -0.5866489217,   -0.01710255714,     0.9765804638,    -0.6075399522,     -1.612894029,     0.5738992426,     0.6994076043,     0.2184103752,     -1.077015648,      1.008596993,            16.53,             0.73
   -0.5506025829,    -0.8636164982,   -0.01105564865,     0.8241407443,    -0.5786000705,   -0.01716165171,      0.976389744,    -0.6094624895,     -1.623918071,     0.5636759956,     0.7054926212,      0.234594268,     -1.082703562,      1.008858614,            16.54,             0.74
   -0.5423351708,    -0.8693620653,   -0.01122755207,      0.829327735,    -0.5705058675,   -0.01721868675,     0.9761991917,    -0.6113770314,     -1.635145073,     0.5534075771,     0.7115968275,     0.2508894132,     -1.088289017,       1.00912227,            16.55,             0.75
   -0.5340163075,    -0.8750264676,   -0.01140001545,     0.8344309335,    -0.5623672746,   -0.01727364134,     0.9760088078,    -0.6132788482,     -1.646578394,      0.543094998,     0.7177201195,     0.2672978572,     -1.093771566,      1.009387981,            16.56,             0.76
   -0.5256468325,    -0.8806092661,   -0.01157301789,     0.8394500379,    -0.5541852543,   -0.01732649535,     0.9758185929,    -0.6151630969,      -1.65822128,     0.5327392682,     0.7238623459,     0.2838216797,     -1.099150773,      1.009655765,            16.57,             0.77
   -0.5172275881,    -0.8861100312,   -0.01174653829,     0.8443847581,    -0.5459607692,   -0.01737722943,     0.9756285478,    -0.6170248247,     -1.670076864,     0.5223413963,     0.7300233063,     0.3004629919,     -1.104426211,       1.00992564,            16.58,             0.78
   -0.5087594195,    -0.8915283431,   -0.01192055535,     0.8492348158,    -0.5376947818,     -0.017425825,     0.9754386732,    -0.6188589714,     -1.682148164,     0.5119023899,     0.7362027504,      0.317223936,     -1.109597464,      1.010197625, 7.137519353e-319,             0.79
   -0.5002431749,    -0.8968637917,    -0.0120950476,     0.8539999443,    -0.5293882547,   -0.01747226423,     0.9752489697,    -0.6206603729,      -1.69443808,     0.5014232549,     0.7424003766,     0.3341066839,     -1.114664125,      1.010471739, 6.923414256e-310,              0.8
   -0.4916797046,    -0.9021159763,   -0.01226999339,     0.8586798885,    -0.5210421501,   -0.01751653003,     0.9750594381,    -0.6224237642,      -1.70694939,     0.4909049957,     0.7486158312,     0.3511134356,     -1.119625799,      1.010748001, 6.923414256e-310,             0.81
   -0.4830698618,    -0.9072845059,    -0.0124453709,     0.8632744048,    -0.5126574298,   -0.01755860601,      0.974870079,    -0.6241437823,     -1.719684752,     0.4803486153,     0.7548487073,     0.3682464185,     -1.124482098,      1.011026431,                0,             0.82
    -0.474414502,    -0.9123689993,   -0.01262115816,     0.8677832612,    -0.5042350549,   -0.01759847651,      0.974680893,    -0.6258149696,     -1.732646695,     0.4697551149,     0.7610985441,     0.3855078859,     -1.129232647,      1.011307047,                0,             0.83
   -0.4657144829,    -0.9173690847,   -0.01279733303,     0.8722062368,     -0.495775986,   -0.01763612656,     0.9744918807,    -0.6274317769,     -1.745837624,     0.4591254937,     0.7673648255,     0.4029001157,      -1.13387708,      1.011589869,            16.64,             0.84
   -0.4569706643,    -0.9222843999,   -0.01297387324,     0.8765431222,    -0.4872811825,   -0.01767154186,     0.9743030427,    -0.6289885672,     -1.759259813,     0.4484607492,     0.7736469796,     0.4204254093,      -1.13841504,      1.011874917,            16.65,             0.85
   -0.4481839081,    -0.9271145925,   -0.01315075637,     0.8807937192,    -0.4787516031,   -0.01770470877,     0.9741143795,    -0.6304796181,     -1.772915405,      0.437761877,     0.7799443777,       0.43808609,     -1.142846181,      1.012162209,            16.66,             0.86
   -0.4393550781,    -0.9318593193,   -0.01332795988,     0.8849578406,    -0.4701882052,   -0.01773561434,     0.9739258919,    -0.6318991261,     -1.786806408,     0.4270298703,     0.7862563335,     0.4558845021,     -1.147170167,      1.012451768,            16.67,             0.87
   -0.4304850401,     -0.936518247,   -0.01350546108,     0.8890353104,    -0.4615919448,   -0.01776424624,     0.9737375801,     -0.633241209,     -1.800934697,     0.4162657204,     0.7925821021,     0.4738230091,     -1.151386671,      1.012743611,            16.68,             0.88
   -0.4215746613,    -0.9410910518,   -0.01368323719,     0.8930259634,    -0.4529637766,   -0.01779059279,     0.9735494449,    -0.6344999101,      -1.81530201,     0.4054704163,     0.7989208797,     0.4919039928,     -1.155495378,      1.013037761,            16.69,             0.89
   -0.4126248107,    -0.9455774194,   -0.01386126528,     0.8969296455,    -0.4443046538,   -0.01781464292,     0.9733614866,    -0.6356692011,     -1.829909945,     0.3946449446,     0.8052718023,     0.5101298514,     -1.159495979,      1.013334237,             16.7,              0.9
   -0.4036363588,    -0.9499770449,   -0.01403952236,     0.9007462133,    -0.4356155276,    -0.0178363862,     0.9731737058,    -0.6367429857,     -1.844759962,     0.3837902896,     0.8116339454,     0.5285029986,     -1.163388179,      1.013633061,            16.71,             0.91
   -0.3946101773,    -0.9542896331,   -0.01421798528,      0.904475534,    -0.4268973479,    -0.0178558128,     0.9729861029,    -0.6377151029,     -1.859853378,     0.3729074331,     0.8180063231,      0.547025862,     -1.167171691,      1.013934254,            16.72,             0.92
