Radius_1,Radius_2,Radius_3,Velocity_1,Velocity_2,Velocity_3,Mass,ARadius_1,ARadius_2,ARadius_3,AVelocity_1,AVelocity_2,AVelocity_3,AMass,Thrust,Time
    -0.945904736,      -0.33157694,  2.700761673e-06,     0.3312435383,    -0.9711117288,   -0.01569431977,     0.9808821786,   -0.06299230455,     -1.263968271,      1.861338012,     0.5031661695,    -0.7039953277,    -0.4607953094,                1,   0.007960840387,                0
   -0.9425453947,     -0.341271435,  -0.000154239973,      0.340618742,     -0.967771378,   -0.01569356749,     0.9808821786,    -0.0647301304,       -1.2732955,      1.856669954,     0.5038048937,    -0.6913089286,    -0.4793855029,                1, 6.923414256e-310,             0.01
   -0.9390924824,    -0.3509320504, -0.0003111653963,     0.3499749368,    -0.9643592668,    -0.0157084158,     0.9808490127,   -0.06633714447,     -1.282526161,      1.851817791,     0.5044603361,    -0.6785297396,    -0.4979280948,      1.000033824,   4.6716247e-310,             0.02
    -0.935545673,    -0.3605587677, -0.0004687524781,     0.3593806151,    -0.9609679728,   -0.01580935776,     0.9806500369,   -0.06782048192,     -1.291659683,      1.846782218,     0.5051312243,    -0.6656587292,    -0.5164212474,       1.00023691,   4.6716247e-310,             0.03
   -0.9319049985,    -0.3701510862, -0.0006273595683,     0.3687477917,    -0.9574795817,   -0.01591240455,     0.9804511018,   -0.06918721136,     -1.300695739,      1.841563939,      0.505816357,    -0.6526968708,    -0.5348631301,      1.000440307,            15.66,             0.04
   -0.9281708492,    -0.3797080369, -0.0007870073187,     0.3780753769,    -0.9538944826,   -0.01601747602,     0.9802522094,   -0.07044435914,      -1.30963424,      1.836163685,     0.5065146033,    -0.6396451397,    -0.5532519196,      1.000644103, 7.173882584e-319,             0.05
   -0.9243436265,    -0.3892286548, -0.0009477155558,     0.3873622873,    -0.9502130835,   -0.01612448738,     0.9800533616,   -0.07159890704,     -1.318475334,      1.830582203,     0.5072249022,    -0.6265045108,    -0.5715857997,      1.000848384, 6.923414256e-310,             0.06
   -0.9204237426,     -0.398711979,  -0.001109503236,      0.396607446,    -0.9464358109,   -0.01623334949,     0.9798545605,   -0.07265778539,     -1.327219404,      1.824820269,     0.5079462626,    -0.6132759564,    -0.5898629621,      1.001053238, 6.923414256e-310,             0.07
   -0.9164116203,     -0.408157053,  -0.001272388405,     0.4058097834,      -0.94256311,   -0.01634396928,     0.9796558082,   -0.07362786645,     -1.335867064,      1.818878676,      0.508677762,    -0.5999604441,    -0.6080816062,       1.00125875,                0,             0.08
   -0.9123076932,    -0.4175629247,  -0.001436388159,     0.4149682371,    -0.9385954451,   -0.01645625016,     0.9794571065,   -0.07451595763,     -1.344419162,      1.812758242,     0.5094185466,    -0.5865589337,    -0.6262399395,      1.001465005,                0,             0.09
   -0.9081124054,    -0.4269286469,  -0.001601518613,      0.424081753,     -0.934533299,   -0.01657009241,     0.9792584577,   -0.07532879499,     -1.352876768,      1.806459807,     0.5101678303,    -0.5730723759,    -0.6443361777,      1.001672087,                0,              0.1
   -0.9038262114,    -0.4362532774,  -0.001767794871,     0.4331492847,    -0.9303771734,    -0.0166853936,     0.9790598636,   -0.07607303664,     -1.361241183,      1.799984232,     0.5109248939,     -0.559501709,    -0.6623685452,      1.001880079,                0,             0.11
   -0.8994495764,    -0.4455358789,     -0.001935231,     0.4421697951,    -0.9261275884,   -0.01680204902,     0.9788613264,   -0.07675525636,     -1.369513927,      1.793332398,     0.5116890843,    -0.5458478578,    -0.6803352748,      1.002089062,            15.74,             0.12
   -0.8949829757,    -0.4547755194,   -0.00210384001,     0.4511422556,    -0.9217850826,   -0.01691995209,     0.9786628481,   -0.07738193727,     -1.377696741,       1.78650521,     0.5124598139,    -0.5321117303,    -0.6982346086,      1.002299117,            15.75,             0.13
   -0.8904268949,    -0.4639712726,  -0.002273633841,     0.4600656473,    -0.9173502129,    -0.0170389948,     0.9784644307,   -0.07795946553,      -1.38579158,      1.779503592,     0.5132365592,    -0.5182942162,    -0.7160647976,      1.002510321,                0,             0.14
   -0.8857818297,    -0.4731222177,  -0.002444623342,     0.4689389606,    -0.9128235541,   -0.01715906808,     0.9782660763,   -0.07849412424,     -1.393800613,      1.772328491,     0.5140188603,    -0.5043961847,    -0.7338241022,      1.002722752, 7.169930059e-319,             0.15
   -0.8810482859,    -0.4822274397,  -0.002616818272,     0.4777611962,    -0.9082056987,   -0.01728006219,      0.978067787,   -0.07899208738,      -1.40172622,      1.764980871,     0.5148063194,    -0.4904184821,    -0.7515107923,      1.002936484, 6.923414256e-310,             0.16
   -0.8762267793,    -0.4912860297,  -0.002790227288,     0.4865313649,    -0.9034972568,   -0.01740186712,     0.9778695648,   -0.07945941392,     -1.409570983,       1.75746172,     0.5155985999,    -0.4763619299,    -0.7691231478,      1.003151593, 6.923414256e-310,             0.17
   -0.8713178354,     -0.500297085,   -0.00296485795,      0.495248488,    -0.8986988552,   -0.01752437294,     0.9776714118,   -0.07990204199,     -1.417337689,      1.749772044,     0.5163954254,    -0.4622273227,    -0.7866594583,      1.003368149,                0,             0.18
   -0.8663219896,    -0.5092597091,  -0.003140716718,     0.5039115976,    -0.8938111379,   -0.01764747009,       0.97747333,    -0.0803257832,      -1.42502932,      1.741912868,     0.5171965778,    -0.4480154263,    -0.8041180237,      1.003586223,                0,             0.19
   -0.8612397867,    -0.5181730122,   -0.00331780896,     0.5125197367,    -0.8888347648,   -0.01777104974,     0.9772753216,   -0.08073631712,     -1.432649054,      1.733885239,      0.518001897,    -0.4337269759,    -0.8214971542,      1.003805882,            15.82,              0.2
   -0.8560717813,    -0.5270361111,  -0.003496138962,     0.5210719594,     -0.883770412,   -0.01789500407,     0.9770773884,   -0.08113918585,     -1.440200254,      1.725690222,     0.5188112786,    -0.4193626737,    -0.8387951705,      1.004027192,            15.83,             0.21
    -0.850818537,    -0.5358481295,  -0.003675709935,     0.5295673315,    -0.8786187712,   -0.01801922648,     0.9768795327,   -0.08153978872,     -1.447686473,      1.717328899,     0.5196246732,    -0.4049231875,    -0.8560104042,      1.004250219,            15.84,             0.22
   -0.8454806272,    -0.5446081979,  -0.003856524035,     0.5380049299,     -0.873380549,   -0.01814361191,     0.9766817565,    -0.0819433772,     -1.455111439,      1.708802374,     0.5204420844,    -0.3904091485,    -0.8731411978,      1.004475024,            15.85,             0.23
   -0.8400586341,    -0.5533154543,  -0.004038582372,     0.5463838436,    -0.8680564668,   -0.01826805696,     0.9764840617,   -0.08235504989,     -1.462479057,      1.700111766,     0.5212635677,    -0.3758211499,    -0.8901859048,      1.004701667,            15.86,             0.24
    -0.834553149,    -0.5619690435,  -0.004221885034,     0.5547031732,    -0.8626472604,   -0.01839246014,     0.9762864506,   -0.08277974769,     -1.469793403,      1.691258214,     0.5220892288,     -0.361159745,      -0.90714289,      1.004930206,            15.87,             0.25
   -0.8289647722,    -0.5705681182,  -0.004406431103,     0.5629620315,    -0.8571536792,   -0.01851672202,      0.976088925,   -0.08322224915,     -1.477058717,      1.682242874,      0.522919222,    -0.3464254453,    -0.9240105297,      1.005160698,            15.88,             0.26
   -0.8232941128,    -0.5791118384,  -0.004592218679,     0.5711595433,     -0.851576486,   -0.01864074535,      0.975891487,    -0.0836871659,       -1.4842794,      1.673066919,     0.5237537485,    -0.3316187194,    -0.9407872121,      1.005393197,            15.89,             0.27
   -0.8175417887,    -0.5875993718,  -0.004779244898,     0.5792948457,    -0.8459164568,   -0.01876443518,     0.9756941387,   -0.08417893835,     -1.491460006,       1.66373154,     0.5245930549,    -0.3167399909,    -0.9574713367,      1.005627755,             15.9,             0.28
   -0.8117084261,     -0.596029894,  -0.004967505962,     0.5873670881,    -0.8401743798,   -0.01888769899,     0.9754968821,   -0.08470183149,     -1.498605239,      1.654237944,     0.5254374311,    -0.3017896372,    -0.9740613155,      1.005864422,            15.91,             0.29
   -0.8057946599,    -0.6044025886,  -0.005156997157,     0.5953754324,    -0.8343510554,   -0.01901044672,     0.9752997192,   -0.08525993087,     -1.505719948,      1.644587353,     0.5262872089,    -0.2867679879,    -0.9905555723,      1.006103246,            15.92,              0.3
   -0.7998011332,     -0.612716647,  -0.005347712884,      0.603319053,    -0.8284472958,   -0.01913259084,      0.975102652,   -0.08585713874,     -1.512809117,      1.634781006,     0.5271427601,    -0.2716753234,     -1.006952543,      1.006344274,            15.93,             0.31
   -0.7937284973,    -0.6209712691,  -0.005539646679,     0.6111971371,    -0.8224639242,   -0.01925404643,     0.9749056825,   -0.08649717042,     -1.519877867,       1.62482016,     0.5280044944,    -0.2565118736,     -1.023250677,       1.00658755,            15.94,             0.32
   -0.7875774116,    -0.6291656629,  -0.005732791243,     0.6190088842,    -0.8164017749,   -0.01937473116,     0.9747088127,   -0.08718355076,     -1.526931441,      1.614706082,      0.528872858,    -0.2412778167,     -1.039448436,      1.006833116,            15.95,             0.33
   -0.7813485434,    -0.6372990448,  -0.005927138466,     0.6267535071,    -0.8102616922,   -0.01949456531,     0.9745120446,   -0.08791961089,     -1.533975206,       1.60444006,     0.5297483311,    -0.2259732775,     -1.055544293,      1.007081013,            15.96,             0.34
   -0.7750425678,    -0.6453706398,  -0.006122679456,     0.6344302311,     -0.804044531,   -0.01961347178,       0.97431538,   -0.08870848505,     -1.541014641,       1.59402339,     0.5306314263,     -0.210598327,     -1.071536735,       1.00733128,            15.97,             0.35
   -0.7686601676,    -0.6533796814,  -0.006319404561,     0.6420382945,    -0.7977511554,    -0.0197313761,     0.9741188211,   -0.08955310766,     -1.548055336,      1.583457389,     0.5315226866,    -0.1951529805,     -1.087424263,      1.007583954,            15.98,             0.36
   -0.7622020333,    -0.6613254118,  -0.006517303398,     0.6495769486,     -0.791382439,   -0.01984820636,     0.9739223698,   -0.09045621055,     -1.555102982,      1.572743382,     0.5324226834,    -0.1796371971,     -1.103205389,      1.007839069,            15.99,             0.37
   -0.7556688625,     -0.669207082,  -0.006716364877,     0.6570454577,    -0.7849392642,    -0.0199638932,     0.9737260279,   -0.09142032043,     -1.562163368,       1.56188271,     0.5333320142,    -0.1640508784,     -1.118878641,       1.00809666,               16,             0.38
   -0.7490613603,    -0.6770239519,  -0.006916577227,     0.6644430992,     -0.778422522,   -0.02007836981,     0.9735297974,   -0.09244775644,     -1.569242371,      1.550876729,     0.5342513009,    -0.1483938677,     -1.134442559,      1.008356759,            16.01,             0.39
   -0.7423802391,    -0.6847752902,  -0.007117928024,     0.6717691636,    -0.7718331117,   -0.02019157183,     0.9733336801,   -0.09354062802,     -1.576345955,      1.539726804,     0.5351811875,    -0.1326659491,     -1.149895696,      1.008619394,            16.02,              0.4
    -0.735626218,    -0.6924603749,  -0.007320404208,     0.6790229546,    -0.7651719401,   -0.02030343732,     0.9731376781,   -0.09470083286,     -1.583480158,      1.528434315,      0.536122338,    -0.1168668466,      -1.16523662,      1.008884596,            16.03,             0.41
   -0.7288000232,    -0.7000784929,  -0.007523992116,     0.6862037891,     -0.758439922,   -0.02041390672,     0.9729417932,    -0.0959300551,     -1.590651092,      1.517000653,     0.5370754342,    -0.1009962235,     -1.180463912,      1.009152392,            16.04,             0.42
   -0.7219023876,    -0.7076289402,  -0.007728677498,     0.6933109972,    -0.7516379791,   -0.02052292278,     0.9727460272,   -0.09722976373,     -1.597864933,       1.50542722,      0.538041174,   -0.08505368174,     -1.195576167,      1.009422806,            16.05,             0.43
   -0.7149340508,    -0.7151110224,  -0.007934445544,     0.7003439223,    -0.7447670402,   -0.02063043052,      0.972550382,    -0.0986012111,     -1.605127916,      1.493715431,     0.5390202687,   -0.06903876106,     -1.210571995,      1.009695864,            16.06,             0.44
   -0.7078957589,    -0.7225240542,  -0.008141280904,     0.7073019213,    -0.7378280403,   -0.02073637713,     0.9723548594,    -0.1000454317,     -1.612446327,      1.481866711,     0.5400134409,   -0.05295093867,     -1.225450019,      1.009971588,            16.07,             0.45
   -0.7007882643,    -0.7298673595,  -0.008349167713,     0.7141843642,    -0.7308219212,   -0.02084071192,     0.9721594612,    -0.1015632412,     -1.619826498,      1.469882496,     0.5410214226,   -0.03678962866,     -1.240208878,          1.01025,            16.08,             0.46
   -0.6936123256,     -0.737140272,  -0.008558089608,     0.7209906346,    -0.7237496302,   -0.02094338629,     0.9719641893,    -0.1031552353,     -1.627274802,      1.457764232,      0.542044953,    -0.0205541816,     -1.254847222,       1.01053112,            16.09,             0.47
   -0.6863687075,    -0.7443421347,  -0.008768029749,     0.7277201292,    -0.7166121207,   -0.02104435362,     0.9717690454,    -0.1048217894,     -1.634797643,      1.445513374,     0.5430847759,  -0.004243884167,      -1.26936372,      1.010814966,             16.1,             0.48
   -0.6790581809,    -0.7514723002,  -0.008978970841,     0.7343722584,    -0.7094103513,   -0.02114356921,     0.9715740313,     -0.106563058,      -1.64240145,      1.433131387,     0.5441416379,    0.01214204114,     -1.283757053,      1.011101558,            16.11,             0.49
   -0.6716815221,    -0.7585301308,  -0.009190895151,      0.740946446,    -0.7021452857,   -0.02124099024,     0.9713791487,    -0.1083789741,     -1.650092677,      1.420619747,     0.5452162859,    0.02860443623,     -1.298025916,      1.011390911,            16.12,              0.5
