Radius_1,Radius_2,Radius_3,Velocity_1,Velocity_2,Velocity_3,Mass,ARadius_1,ARadius_2,ARadius_3,AVelocity_1,AVelocity_2,AVelocity_3,AMass,Thrust,Time
   -0.9638808749,    -0.2710417052,  2.452863633e-06,     0.2664055358,    -0.9920505738,    -0.0157056297,     0.9816248244,    -0.4082834283,      -1.20970256,      1.043599758,     0.3644588928,    -0.7626327602,    -0.4615295747,                1,   0.007927638247,                0
   -0.9611688583,    -0.2809485472, -0.0001546009483,     0.2759926897,    -0.9893015492,   -0.01570487202,     0.9816248244,    -0.4087616943,     -1.218422096,      1.038950549,     0.3685441936,    -0.7504920599,    -0.4719424118,                1, 6.923414256e-310,             0.01
   -0.9583611249,    -0.2908274114, -0.0003116393655,     0.2855487315,    -0.9864550668,   -0.01570255098,     0.9816248244,    -0.4091528911,     -1.227049206,      1.034198993,     0.3726338364,    -0.7382646264,    -0.4823082446,                1,   4.6716247e-310,             0.02
   -0.9554579911,    -0.3006773251, -0.0004686467615,     0.2950725722,    -0.9835115336,   -0.01569866805,     0.9816248244,    -0.4094633455,     -1.235584143,      1.029345733,     0.3767269823,     -0.725951383,    -0.4926260527,                1,   4.6716247e-310,             0.03
   -0.9524597844,    -0.3104973199, -0.0006256075259,     0.3045631296,    -0.9804713707,   -0.01569322496,     0.9816248244,    -0.4096993393,      -1.24402737,       1.02439142,     0.3808228551,    -0.7135532493,    -0.5028948224,                1,             15.8,             0.04
    -0.949366843,    -0.3202864318, -0.0007825060665,     0.3140193281,    -0.9773350128,   -0.01568622364,     0.9816248244,    -0.4098671029,     -1.252379563,      1.019336718,     0.3849207416,    -0.7010711391,    -0.5131135464,                1, 7.168349049e-319,             0.05
   -0.9461795159,     -0.330043701, -0.0009393268118,     0.3234400988,    -0.9741029087,   -0.01567766627,     0.9816248244,    -0.4099728091,     -1.260641606,      1.014182303,     0.3890199903,    -0.6885059586,    -0.5232812243,                1, 6.923414256e-310,             0.06
   -0.9428981627,    -0.3397681724,  -0.001096054213,       0.33282438,    -0.9707755204,   -0.01566755527,     0.9816248244,    -0.4100225675,      -1.26881459,      1.008928858,     0.3931200113,    -0.6758586039,    -0.5333968624,                1, 6.923414256e-310,             0.07
   -0.9395231534,    -0.3494588954,  -0.001252672747,     0.3421711172,    -0.9673533237,   -0.01565589326,     0.9816248244,    -0.4100224183,     -1.276899811,       1.00357708,     0.3972202753,    -0.6631299593,    -0.5434594737,                1,   4.6716247e-310,             0.08
   -0.9360548689,    -0.3591149245,  -0.001409166918,     0.3514792636,    -0.9638368076,   -0.01564268311,     0.9816248244,    -0.4099783264,     -1.284898765,     0.9981276749,     0.4013203132,    -0.6503208953,    -0.5534680786,                1,   4.6716247e-310,             0.09
   -0.9324937003,    -0.3687353188,  -0.001565521259,     0.3607477799,    -0.9602264744,   -0.01562792791,     0.9816248244,     -0.409896176,      -1.29281315,     0.9925813587,      0.405419715,     -0.637432266,    -0.5634217042,                1,            15.86,              0.1
   -0.9288400489,    -0.3783191429,  -0.001721720337,     0.3699756347,    -0.9565228393,   -0.01561163096,     0.9816248244,    -0.4097817649,     -1.300644857,     0.9869388579,     0.4095181292,    -0.6244649079,    -0.5733193851,                1, 7.165977534e-319,             0.11
   -0.9250943265,    -0.3878654664,  -0.001877748751,     0.3791618047,    -0.9527264305,   -0.01559379582,     0.9816248244,    -0.4096407987,     -1.308395972,     0.9812009084,     0.4136152618,    -0.6114196375,    -0.5831601632,                1, 6.923414256e-310,             0.12
   -0.9212569551,    -0.3973733641,  -0.002033591138,      0.388305275,     -0.948837789,   -0.01557442622,     0.9816248244,    -0.4094788859,     -1.316068769,     0.9753682563,     0.4177108754,    -0.5982972495,    -0.5929430876,                1, 6.923414256e-310,             0.13
