Radius_1,Radius_2,Radius_3,Velocity_1,Velocity_2,Velocity_3,Mass,ARadius_1,ARadius_2,ARadius_3,AVelocity_1,AVelocity_2,AVelocity_3,AMass,Thrust,Time
   -0.8967193581,    -0.4527403746,  3.179957921e-06,     0.4476982925,    -0.9233646167,   -0.01361129394,      0.981003233,    -0.5160535072,     -1.387598164,     0.9049356222,      0.402376278,    -0.8001964872,     -0.399685462,                1,   0.007890678384,                0
   -0.8921982243,    -0.4619515407, -0.0001329309008,     0.4565203048,     -0.918853836,   -0.01361065413,      0.981003233,    -0.5120439332,     -1.395413923,     0.9009490163,      0.407516767,    -0.7862813288,    -0.4087149578,                1, 6.923414256e-310,             0.01
    -0.887589117,    -0.4711171571, -0.0002690286533,     0.4652928163,     -0.914254777,   -0.01360867294,      0.981003233,     -0.508034822,     -1.403113578,     0.8968756211,     0.4126171582,    -0.7722885958,    -0.4177041531,                1,   4.6716247e-310,             0.02
   -0.8828925362,     -0.480236344, -0.0004050998938,     0.4740148633,    -0.9095680631,     -0.013605352,      0.981003233,    -0.5040314616,     -1.410700228,     0.8927159807,     0.4176774827,     -0.758219434,    -0.4266521827,                1,   4.6716247e-310,             0.03
   -0.8781089912,    -0.4893082283, -0.0005411312334,     0.4826854918,    -0.9047943299,   -0.01360069311,      0.981003233,    -0.5000390177,     -1.418177133,      0.888470649,     0.4226978238,    -0.7440749571,     -0.435558187,                1,            15.62,             0.04
   -0.8732390009,    -0.4983319427, -0.0006771093028,     0.4913037574,    -0.8999342246,   -0.01359469829,      0.981003233,    -0.4960625297,     -1.425547711,     0.8841401887,     0.4276783162,    -0.7298562458,    -0.4444213119,                1,            15.63,             0.05
   -0.8682830937,     -0.507306627, -0.0008130207535,     0.4998687253,    -0.8949884061,   -0.01358736976,      0.981003233,    -0.4921069066,     -1.432815537,     0.8797251721,      0.432619144,    -0.7155643454,    -0.4532407089,                1,            15.64,             0.06
   -0.8632418071,    -0.5162314274, -0.0009488522603,     0.5083794709,    -0.8899575446,   -0.01357870992,      0.981003233,    -0.4881769222,     -1.439984332,     0.8752261803,     0.4375205398,    -0.7012002651,    -0.4620155354,                1,            15.65,             0.07
   -0.8581156881,    -0.5251054967,  -0.001084590523,     0.5168350797,    -0.8848423218,   -0.01356872137,      0.981003233,    -0.4842772119,     -1.447057965,     0.8706438034,     0.4423827834,     -0.686764976,    -0.4707449546,                1,            15.66,             0.08
   -0.8529052924,    -0.5339279949,  -0.001220222268,     0.5252346474,      -0.87964343,   -0.01355740689,      0.981003233,    -0.4804122683,     -1.454040445,     0.8659786402,        0.4472062,    -0.6722594097,    -0.4794281356,                1,            15.67,             0.09
   -0.8476111849,    -0.5426980888,  -0.001355734251,     0.5335772803,    -0.8743615729,   -0.01354476948,      0.981003233,    -0.4765864379,     -1.460935919,     0.8612312979,     0.4519911591,    -0.6576844572,    -0.4880642535,                1,            15.68,              0.1
   -0.8422339395,    -0.5514149522,  -0.001491113258,      0.541862095,    -0.8689974644,    -0.0135308123,      0.981003233,     -0.472803917,     -1.467748665,     0.8564023924,     0.4567380731,    -0.6430409671,    -0.4966524896,                1,            15.69,             0.11
   -0.8367741386,    -0.5600777663,  -0.001626346109,     0.5500882193,     -0.863551829,   -0.01351553871,      0.981003233,    -0.4690687488,     -1.474483091,     0.8514925479,     0.4614473953,    -0.6283297449,    -0.5051920315,                1,             15.7,             0.12
   -0.8312323736,    -0.5686857195,  -0.001761419656,     0.5582547914,    -0.8580254018,   -0.01349895227,      0.981003233,    -0.4653848198,     -1.481143725,     0.8465023966,     0.4661196189,    -0.6135515513,    -0.5136820729,                1, 7.172301574e-319,             0.13
   -0.8256092442,    -0.5772380075,   -0.00189632079,      0.566360961,    -0.8524189274,    -0.0134810567,      0.981003233,    -0.4617558568,     -1.487735215,     0.8414325788,      0.470755275,    -0.5987071009,    -0.5221218139,                1, 6.923414256e-310,             0.14
   -0.8199053585,    -0.5857338337,  -0.002031036439,     0.5744058886,    -0.8467331609,   -0.01346185593,      0.981003233,    -0.4581854239,     -1.494262322,     0.8362837427,     0.4753549312,    -0.5837970616,    -0.5305104611,                1, 6.923414256e-310,             0.15
   -0.8141213333,     -0.594172409,  -0.002165553572,     0.5823887461,    -0.8409688665,   -0.01344135404,      0.981003233,    -0.4546769193,     -1.500729914,      0.831056544,     0.4799191899,    -0.5688220529,    -0.5388472275,                1,   4.6716247e-310,             0.16
   -0.8082577932,    -0.6025529519,  -0.002299859197,     0.5903087169,    -0.8351268182,   -0.01341955532,      0.981003233,    -0.4512335734,     -1.507142965,     0.8257516464,     0.4844486868,    -0.5537826451,     -0.547131333,                1,   4.6716247e-310,             0.17
   -0.8023153713,    -0.6108746888,   -0.00243394037,     0.5981649958,    -0.8292077994,   -0.01339646423,      0.981003233,    -0.4478584452,     -1.513506545,     0.8203697206,     0.4889440888,    -0.5386793585,    -0.5553620037,                1, 6.923414256e-310,             0.18
   -0.7962947083,    -0.6191368539,  -0.002567784189,     0.6059567895,    -0.8232126021,   -0.01337208539,      0.981003233,    -0.4445544208,     -1.519825819,     0.8149114448,     0.4934060927,    -0.5235126619,    -0.5635384729,                1, 6.923414256e-310,             0.19
    -0.790196453,    -0.6273386895,  -0.002701377802,     0.6136833161,    -0.8171420275,   -0.01334642363,      0.981003233,    -0.4413242108,     -1.526106038,     0.8093775041,     0.4978354233,    -0.5082829723,    -0.5716599804,                1,                0,              0.2
   -0.7840212621,    -0.6354794459,  -0.002834708402,     0.6213438058,    -0.8109968854,   -0.01331948392,      0.981003233,    -0.4381703481,     -1.532352537,      0.803768591,     0.5022328314,    -0.4929906536,     -0.579725773,                1,                0,             0.21
   -0.7777697996,    -0.6435583814,  -0.002967763237,     0.6289375009,    -0.8047779939,   -0.01329127142,      0.981003233,    -0.4350951861,     -1.538570729,     0.7980854044,     0.5065990926,     -0.477636016,    -0.5877351046,                1,             15.8,             0.22
   -0.7714427372,    -0.6515747627,  -0.003100529606,     0.6364636554,    -0.7984861793,   -0.01326179145,      0.981003233,     -0.432100897,     -1.544766099,       0.79232865,     0.5109350048,    -0.4622193151,    -0.5956872359,                1,            15.81,             0.23
    -0.765040754,    -0.6595278647,   -0.00323299486,     0.6439215358,    -0.7921222762,    -0.0132310495,      0.981003233,    -0.4291894699,     -1.550944198,     0.7864990403,     0.5152413868,    -0.4467407516,    -0.6035814348,                1,            15.82,             0.24
   -0.7585645365,    -0.6674169707,  -0.003365146408,     0.6513104208,    -0.7856871266,   -0.01319905123,      0.981003233,    -0.4263627099,      -1.55711064,     0.7805972937,     0.5195190764,      -0.43120047,    -0.6114169762,                1,            15.83,             0.25
