Radius_1,Radius_2,Radius_3,Velocity_1,Velocity_2,Velocity_3,Mass,ARadius_1,ARadius_2,ARadius_3,AVelocity_1,AVelocity_2,AVelocity_3,AMass,Thrust,Time
   -0.9897129833,    -0.1352229461,  1.878027039e-06,     0.1264158991,     -1.019189823,   -0.01228517413,      0.985700775,    -0.7660984301,     -1.205548087,       1.52479062,     0.2284479513,    -0.7370408452,    -0.3627786891,                1,   0.007903073793,                0
   -0.9883992041,    -0.1454078915, -0.0001209717547,      0.136337097,     -1.017782326,   -0.01228457686,      0.985700775,     -0.767560867,     -1.213418732,      1.521074989,     0.2361162805,    -0.7249459452,    -0.3780081437,                1, 6.923414256e-310,             0.01
      -0.9869863,    -0.1555782543, -0.0002438094051,     0.1462406774,     -1.016273338,   -0.01228274808,      0.985700775,    -0.7689872223,     -1.221210707,      1.517207841,     0.2437990484,    -0.7127727329,    -0.3931996838,                1,   4.6716247e-310,             0.02
    -0.985474453,    -0.1657330208, -0.0003666226151,     0.1561255019,     -1.014663117,   -0.01227968899,      0.985700775,    -0.7703837567,     -1.228925198,      1.513189736,     0.2514959255,    -0.7005219893,    -0.4083517973,                1,   4.6716247e-310,             0.03
   -0.9838638563,    -0.1758711801, -0.0004893990885,      0.165990437,     -1.012951935,     -0.012275401,      0.985700775,    -0.7717566692,     -1.236563607,      1.509021253,     0.2592066448,    -0.6881944826,    -0.4234629773,                1,                0,             0.04
   -0.9821547144,    -0.1859917239, -0.0006121265439,     0.1758343535,      -1.01114008,   -0.01226988567,      0.985700775,    -0.7731120904,     -1.244127549,      1.504702989,     0.2669310006,    -0.6757909654,    -0.4385317231,                1,                0,             0.05
    -0.980347243,    -0.1960936471, -0.0007347927166,     0.1856561275,     -1.009227853,   -0.01226314476,      0.985700775,    -0.7744560766,     -1.251618847,      1.500235559,     0.2746688485,    -0.6633121737,    -0.4535565399,                1, 6.923414256e-310,             0.06
   -0.9784416694,    -0.2061759474, -0.0008573853603,     0.1954546403,     -1.007215572,   -0.01225518021,      0.985700775,    -0.7757946036,     -1.259039536,      1.495619598,      0.282420104,    -0.6507588239,    -0.4685359391,                1, 6.923414256e-310,             0.07
   -0.9764382315,    -0.2162376261,  -0.000979892249,     0.2052287785,     -1.005103564,   -0.01224599412,      0.985700775,     -0.777133561,     -1.266391853,       1.49085576,      0.290184742,     -0.638131611,    -0.4834684389,                1,                0,             0.08
   -0.9743371787,    -0.2262776875,  -0.001102301178,     0.2149774345,     -1.002892177,   -0.01223558878,      0.985700775,    -0.7784787463,     -1.273678239,      1.485944716,     0.2979627959,    -0.6254312066,    -0.4983525637,                1,                0,             0.09
   -0.9721387714,    -0.2362951395,  -0.001224599969,     0.2246995064,     -1.000581767,   -0.01222396665,      0.985700775,    -0.7798358589,     -1.280901334,      1.480887154,     0.3057543567,    -0.6126582572,    -0.5131868448,                1,                0,              0.1
   -0.9698432809,     -0.246288994,  -0.001346776464,     0.2343938985,    -0.9981727074,   -0.01221113037,      0.985700775,    -0.7812104948,     -1.288063973,      1.475683783,     0.3135595715,    -0.5998133815,    -0.5279698207,                1,                0,             0.11
   -0.9674509893,    -0.2562582661,  -0.001468818538,     0.2440595214,    -0.9956653842,   -0.01219708276,      0.985700775,    -0.7826081407,     -1.295169185,      1.470335327,     0.3213786433,    -0.5868971692,    -0.5427000369,                1,            16.06,             0.12
   -0.9649621899,    -0.2662019754,  -0.001590714092,     0.2536952921,    -0.9930601975,   -0.01218182679,      0.985700775,     -0.784034169,     -1.302220187,      1.464842528,      0.329211829,    -0.5739101785,    -0.5573760461,                1,            16.07,             0.13
   -0.9623771866,    -0.2761191453,  -0.001712451057,     0.2633001344,    -0.9903575605,   -0.01216536562,      0.985700775,    -0.7854938321,     -1.309220382,      1.459206146,     0.3370594388,    -0.5608529348,    -0.5719964088,                1,            16.08,             0.14
   -0.9596962939,    -0.2860088032,  -0.001834017398,     0.2728729787,    -0.9875579001,   -0.01214770257,      0.985700775,    -0.7869922574,     -1.316173353,      1.453426958,     0.3449218348,    -0.5477259283,     -0.586559693,                1, 7.157281978e-319,             0.15
   -0.9569198372,    -0.2958699813,  -0.001955401113,      0.282412763,    -0.9846616564,   -0.01212884115,      0.985700775,    -0.7885344421,     -1.323082862,      1.447505757,     0.3527994298,    -0.5345296126,    -0.6010644746,                1, 6.923414256e-310,             0.16
   -0.9540481524,    -0.3057017159,  -0.002076590238,      0.291918432,    -0.9816692825,   -0.01210878501,      0.985700775,    -0.7901252486,     -1.329952845,      1.441443354,     0.3606926858,    -0.5212644028,    -0.6155093375,                1, 6.923414256e-310,             0.17
